brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
h&m,womens_dresses,very good,l,10,3.5,3.5,3.0,4.0,6.4,6.8
bershka,womens_jeans,very good,m,10,7.1,5.0,2.0,18.0,4,5.2
adidas,brand_adidas_shoes,good,10.5,10,20.95,14.5,5.0,60.0,4.2,5.9
nike,outerwear,good,m,10,25.26,23.05,5.0,60.0,3.4,6.4
regatta,outerwear,very good,xl,10,8.9,5.0,2.0,20.0,3.9,5.0
zara,womens_skorts,new with tags,l,10,9.6,10.0,6.0,13.0,4.9,5.9
white stuff,womens_jumpers_and_sweaters,very good,m,10,8.55,7.0,3.0,22.0,3.9,4.9
dickies,trousers,very good,w36,10,17.4,15.0,8.0,42.99,4.3,5.4
zara,trousers,very good,m,10,7.3,5.0,4.0,15.0,2.2,4.8
h&m,trousers,very good,s,10,6.25,4.5,2.0,25.0,6.2,5.7
ralph lauren,brand_polo_ralph_lauren,very good,w36,10,27.25,28.0,16.5,39.0,3,6.3
dickies,jeans,very good,w36,10,15.9,15.5,6.0,32.0,5.2,4.5
tommy hilfiger,trousers,very good,w36,10,9.71,10.25,6.0,12.0,0.5,5.1
diesel,jeans,very good,w36,10,14.3,11.5,9.0,35.0,3.3,4.6
tommy jeans,jeans,very good,w32,10,10.7,10.0,6.0,20.0,2.9,5.0
levi strauss & co.,brand_levis,very good,w38,10,16.99,13.99,7.99,29.99,1.9,4
denim co,jeans,very good,w34,10,1.9,1.75,1.0,3.0,5.9,5.1
polo ralph lauren,brand_polo_ralph_lauren,new with tags,one size,10,16.15,11.5,6.5,40.0,1.4,5.2
polo ralph lauren,tops_and_tshirts,very good,xl,10,16.6,15.0,5.0,40.0,5.9,5.8
vans,tops_and_tshirts,very good,xl,10,3.95,3.5,2.5,7.0,1.6,4.4
dickies,trousers,good,one size,10,14.09,14.99,6.99,19.99,4.4,6.5
hugo boss,tops_and_tshirts,very good,xl,10,10.35,10.0,4.0,19.99,3.6,3.3
asos design,womens_dresses,new without tags,m,10,7.3,7.5,4.0,11.0,2.7,5.8
the north face,jumpers_and_sweaters,very good,l,10,10.2,10.0,5.0,15.0,1.8,4.7
tommy hilfiger,jumpers_and_sweaters,very good,xl,10,17.45,13.5,10.0,38.99,5.6,5.3
uniqlo,jumpers_and_sweaters,very good,m,10,8.45,7.0,3.0,18.0,4.2,4.6
champion,jumpers_and_sweaters,good,l,10,8.93,8.0,4.95,14.0,4.2,6.1
zara,jeans,very good,w32,10,8.5,8.5,3.0,20.0,1.3,6.9
adidas,jumpers_and_sweaters,good,l,10,7.36,7.5,4.0,12.0,4.1,5.1
lipsy,womens_dresses,very good,s,10,5.7,6.0,3.0,10.0,2.9,5.3
boohooman,shorts,very good,m,10,3.35,3.0,1.0,10.0,5.7,4.5
polo ralph lauren,brand_polo_ralph_lauren,very good,w30,10,20.6,15.0,8.0,70.0,7,5.7
gildan,tops_and_tshirts,very good,l,10,6.08,5.25,1.58,12.0,5.8,4.8
primark,womens_jumpers_and_sweaters,new with tags,m,10,7.45,4.5,2.0,25.0,4.3,4.7
river island,shorts,very good,w32,10,2.9,3.0,1.5,5.0,2.9,5.8
palace,brand_palace_shirt,good,xl,10,20.1,15.0,12.0,39.99,7,8.3
adidas,brand_adidas,good,5,10,11.8,12.5,3.0,20.0,4,5.3
wallis,womens_dresses,very good,m,10,6.64,5.25,2.5,14.0,4.7,4.1
nike,brand_nike_air_max_95,good,5.5,10,15.4,14.5,10.0,25.0,2.4,7.9
nike,brand_nike_t_shirt,new with tags,xs,10,8.55,8.0,4.0,12.0,4.2,6.9
white fox,womens_tops_and_tshirts,very good,s,10,9.95,8.25,3.0,30.0,2,6.1
stradivarius,womens_skorts,new with tags,s,10,8.0,8.5,5.0,13.0,6.1,4.9
barbour,womens_outerwear,very good,s,10,33.1,25.0,15.0,80.0,0.8,4.2
ralph lauren,brand_ralph_lauren_hoodie,good,xs,10,14.55,15.0,7.5,25.0,7,5.6
carhartt,brand_carhartt,very good,18-24 months,10,22.35,25.0,8.0,35.0,1.2,5.7
adidas,outerwear,very good,s,10,13.4,10.0,3.0,40.0,5.3,5.8
abercrombie & fitch,womens_jeans,very good,m,10,12.5,11.0,8.0,20.0,2,5.2
puma,shoes,very good,8.5,10,16.35,15.0,10.0,30.0,5.5,5.2
marks & spencer,womens_dresses,good,m,10,4.8,3.0,2.0,12.0,2.3,6
adidas,activewear,good,m,10,8.25,4.0,2.0,25.0,6.4,5.0
nike air,brand_nike_hoodie,very good,s,10,12.5,11.5,3.0,35.0,2.8,6.6
primark,womens_skorts,very good,xl,10,3.65,2.5,1.5,12.99,5.6,8.7
marks & spencer,womens_jumpers_and_sweaters,new with tags,s,10,14.05,12.0,6.0,30.0,6,5.2
nike,brand_nike_hoodie,very good,9 years,10,5.02,5.0,3.0,8.0,4.6,5.5
adidas,brand_adidas,very good,6 years,10,5.05,5.0,3.0,10.0,2.6,3.6
adidas originals,brand_adidas,very good,m,10,15.55,18.0,7.0,24.0,2.5,4.8
adidas,brand_adidas_shoes,good,8.5,10,21.3,18.5,7.99,50.0,3.3,5.6
adidas,brand_adidas_shoes,new with tags,3.5,10,32.35,32.25,15.0,50.0,5.6,5.6
primark,womens_outerwear,new without tags,m,10,7.35,6.0,3.5,15.0,3.8,5
unknown,womens_jumpers_and_sweaters,new without tags,l,10,6.59,5.18,2.0,14.5,3.1,4.0
papaya,womens_jumpers_and_sweaters,very good,l,10,2.98,2.75,1.5,5.0,3.4,5.1
palace,brand_palace_shirt,new with tags,xl,10,60.19,65.0,19.45,99.99,5.6,7.6
adidas,activewear,good,s,10,8.0,7.75,1.5,15.0,5.5,6.4
topshop,womens_outerwear,very good,m,10,11.15,8.25,3.0,30.0,4,5.3
nike,brand_nike,very good,6-9 months,10,4.35,4.0,3.0,6.0,1.9,4.3
tommy hilfiger,outerwear,very good,m,10,26.1,17.99,10.0,85.0,3.8,5.2
primark,womens_jumpers_and_sweaters,new with tags,s,10,5.05,4.0,2.0,12.0,3.7,5.4
boden,womens_jumpers_and_sweaters,very good,m,10,21.6,16.0,1.5,60.0,5.7,3.9
shein,womens_jeans,very good,xs,10,2.15,2.0,1.0,5.0,10.8,6.8
joules,womens_dresses,very good,s,10,5.39,4.0,3.0,14.0,4.1,5.0
vintage dressing,womens_jeans,very good,s,10,29.4,25.0,20.0,60.0,4.7,5.8
vintage dressing,womens_jeans,very good,m,10,21.0,22.5,10.0,30.0,7.1,5.7
allsaints,womens_outerwear,very good,s,10,72.5,62.0,35.0,185.0,2.8,6.8
bershka,brand_bershka,new without tags,xxs,10,8.65,6.0,3.0,20.0,3,6.5
the north face,womens_outerwear,very good,xs,10,38.65,41.25,10.0,85.0,10.6,5.0
carhartt,brand_carhartt_jacket,new with tags,m,10,53.28,50.42,35.0,78.99,2.1,6.5
jack & jones,shorts,very good,m,10,3.06,3.0,1.0,4.0,7.3,5.7
palace,brand_palace_t_shirt,new without tags,s,10,35.9,32.5,14.0,80.0,13,11.8
nike,brand_nike_air_max_95,very good,1 junior | eu 33,10,25.05,26.5,15.0,40.0,2.9,4.6
next,womens_dresses,new without tags,m,10,6.9,4.0,3.0,20.0,3.3,5.1
nike,brand_nike_tech_fleece_hoodie,new with tags,l,10,50.97,49.31,22.0,100.0,4.7,4.8
carhartt,brand_carhartt_jacket,new without tags,xxl,10,44.83,28.07,18.7,150.0,6.7,5.5
palace,brand_palace,new without tags,l,10,89.28,60.0,35.0,220.0,5.2,9.5
polo ralph lauren,brand_ralph_lauren_hoodie,very good,3 years,10,9.6,10.0,4.0,14.96,2.5,6.6
polo ralph lauren,brand_ralph_lauren_hoodie,very good,8 years,10,11.49,9.5,4.5,28.45,2.4,4.3
fatface,womens_jumpers_and_sweaters,very good,s,10,6.85,5.5,3.0,16.5,4.8,5.1
zara,trousers,new with tags,l,10,14.8,15.0,10.0,20.0,1.3,4.1
joe browns,womens_dresses,very good,m,10,9.05,9.25,4.5,15.0,3.7,5.4
fatface,womens_tops_and_tshirts,very good,s,10,4.22,3.0,1.25,14.0,3,6.3
m&s collection,womens_dresses,very good,m,10,8.15,7.25,2.0,20.0,3.8,5.9
mint velvet,womens_jumpers_and_sweaters,very good,l,10,26.8,32.0,4.0,35.0,0.6,5.7
pull & bear,womens_jeans,very good,xs,10,6.1,6.0,2.5,12.0,5.2,6.2
carhartt,brand_carhartt,new with tags,s,10,26.66,25.49,8.99,65.0,5.1,5.7
polo ralph lauren,brand_ralph_lauren_shirt,new without tags,xl,10,23.37,16.85,5.0,55.0,0.5,4.2
nike,brand_nike_tech_fleece_trousers,satisfactory,l,10,6.07,4.5,3.0,14.0,6.4,11.4
palace,brand_palace_hoodie,new with tags,xl,10,101.2,85.0,52.0,170.0,9.7,8.5
nike,mens_outerwear,very good,l,10,37.9,42.0,10.0,60.0,15.4,10
lauren ralph lauren,womens_jumpers_and_sweaters,good,m,10,15.2,15.0,13.0,20.0,2.5,6.5
levi strauss & co.,brand_levis,very good,xs,10,12.59,12.49,10.0,15.0,3.8,4.8
the north face,tops_and_tshirts,good,l,9,4.44,4.0,2.0,12.99,1.6,4.9
next,womens_tops_and_tshirts,new without tags,m,9,4.81,3.0,2.0,10.0,2.2,4.6
prettylittlething,womens_dresses,very good,xs,9,5.72,5.0,2.0,10.0,7.7,5.4
under armour,activewear,good,m,9,6.64,5.0,3.0,20.0,3.3,5.3
no brand,womens_dresses,very good,l,9,3.0,3.0,2.0,4.0,4.1,7.0
next,shorts,very good,w38,9,5.14,3.75,2.49,15.0,5.2,5.7
papaya,womens_jumpers_and_sweaters,very good,s,9,4.53,2.99,1.0,15.0,6,5.5
arne,shorts,very good,s,9,8.89,8.0,4.99,15.0,2.4,7.1
adidas,brand_adidas_shoes,good,9.5,9,23.5,19.99,5.0,75.0,3.6,5.5
nike,brand_nike,good,9 child | eu 27,9,4.94,4.5,3.0,8.0,4,5.2
ego,womens_dresses,very good,xs,9,11.0,10.0,5.0,20.0,7.1,5.4
h&m,brand_hm,good,8 years,9,4.44,4.0,3.0,8.0,1.9,4.8
dickies,outerwear,very good,l,9,16.89,15.0,9.0,30.0,2.2,5.5
nike,brand_nike_air_max_95,satisfactory,9,9,16.33,15.0,5.0,30.0,4.1,6.6
nike,brand_nike_tracksuit,very good,12-18 months,9,6.0,6.0,3.0,8.0,4.6,3.8
adidas,shoes,very good,9.5,9,32.64,35.0,10.73,45.0,3.7,5
nike,brand_nike,very good,14 years,9,6.72,4.0,3.0,14.0,2,5.0
next,womens_jeans,good,m,9,7.48,6.0,2.0,30.0,4.4,5.6
adidas,trousers,good,l,9,6.86,4.0,3.0,16.99,8.7,3.3
nike,brand_nike,very good,3 junior | eu 36,9,12.78,7.0,3.99,40.0,2.9,5.2
asics,activewear,very good,l,9,30.89,24.99,8.0,70.0,7.7,5.6
nike,brand_nike_air_max_95,very good,6.5,9,48.0,35.0,12.0,115.0,4.6,6.8
adidas,brand_adidas_shoes,very good,11.5,9,32.33,30.0,10.0,90.0,6.7,5.6
next,shorts,very good,w40,9,3.94,4.0,3.0,6.0,3.4,6.9
carhartt wip,brand_carhartt,very good,l,9,26.98,25.0,10.0,58.8,6.1,6.3
unknown,brand_carhartt,good,unknown,9,12.56,10.0,7.0,25.0,1.9,6.1
zara,brand_bershka,very good,m,9,26.1,15.0,4.99,79.99,1,5.8
roman,womens_dresses,very good,l,9,4.67,5.0,3.0,8.0,4.8,5.4
polo ralph lauren,brand_polo_ralph_lauren,good,xs,9,9.26,9.0,4.0,15.8,4.2,5.9
polo ralph lauren,brand_polo_ralph_lauren,new with tags,s,9,18.67,20.0,8.0,35.0,1.6,4.6
hollister,womens_jumpers_and_sweaters,very good,xs,9,7.83,6.0,3.0,20.0,6,5.4
unknown,womens_jumpers_and_sweaters,new without tags,s,9,6.72,4.0,1.0,22.0,6.6,5.3
levi's,jeans,very good,w28,9,14.23,15.56,8.0,20.0,4.3,5.2
adidas,shoes,very good,6,9,20.0,20.0,7.0,45.0,4.3,6.4
crocs,shoes,very good,7,9,12.88,13.41,4.0,20.0,1,5.0
zara,womens_jumpers_and_sweaters,good,m,9,4.33,4.0,2.0,8.0,1.9,5.6
ralph lauren,brand_ralph_lauren_shirt,very good,15.5 in | 39 cm,9,12.51,12.0,6.0,22.0,3.9,6.0
ralph lauren,brand_ralph_lauren_hoodie,very good,3 years,9,9.47,8.0,4.0,18.01,4.6,6.9
ralph lauren,brand_ralph_lauren_hoodie,new with tags,s,9,77.22,86.99,25.0,115.0,7.3,8.3
polo ralph lauren,brand_ralph_lauren_hoodie,very good,6 years,9,11.86,12.0,5.0,22.0,6.3,4.5
h&m,brand_hm,new without tags,1-3 months,9,6.83,3.5,3.0,25.0,4,6.3
f&f,womens_tops_and_tshirts,very good,xs,9,2.67,2.0,1.0,6.0,3.3,5.9
halara,womens_skorts,very good,s,9,15.78,15.0,9.0,21.0,6.8,7.8
f&f,womens_tops_and_tshirts,very good,xl,9,3.06,3.5,1.0,4.5,6.6,4.2
urban outfitters,womens_outerwear,very good,s,9,17.11,15.0,10.0,30.0,3.3,5.3
french connection,womens_dresses,very good,m,9,9.69,6.0,1.5,25.0,3.6,3.9
primark,womens_outerwear,new without tags,l,9,7.78,6.0,3.0,20.0,3.2,6.1
nike,shoes,new with tags,8,9,48.44,44.0,10.0,125.0,2.8,4.3
levi's,brand_levis,very good,6 years,9,5.28,5.0,3.0,9.5,3.3,3.8
levi's,brand_levis,very good,8 years,9,6.78,5.0,3.5,15.0,5.8,5.2
unknown,womens_tops_and_tshirts,very good,xs,9,2.96,3.0,1.0,6.0,9,6.6
next,womens_jeans,new without tags,m,9,7.83,7.5,5.0,13.0,3.3,4.9
unknown,outerwear,very good,s,9,11.77,10.0,3.0,25.0,5.2,6.1
jack wills,womens_outerwear,very good,s,9,10.89,10.0,5.0,22.0,1.2,5.5
phase eight,womens_dresses,very good,s,9,25.06,9.0,6.0,150.0,3.7,5.3
montirex,outerwear,very good,xl,9,12.17,12.0,7.0,16.5,3.3,4.9
next,trousers,very good,w36,9,4.78,4.0,2.0,10.0,4.2,5.9
unknown,tops_and_tshirts,very good,xl,9,4.44,3.0,1.0,10.99,5.3,6.2
primark,tops_and_tshirts,very good,xl,9,1.63,1.5,1.0,3.0,4.8,5.5
next,womens_outerwear,good,m,9,7.11,5.0,3.0,25.0,2,4.3
next,tops_and_tshirts,very good,xxxl,9,3.08,3.0,1.0,5.0,3.3,4.6
asos design,womens_outerwear,very good,m,9,17.72,10.0,6.0,60.0,2.8,5.6
unknown,womens_outerwear,new without tags,l,9,16.56,10.0,7.0,40.0,6.8,4.8
hollister,womens_tops_and_tshirts,new without tags,m,9,9.06,7.5,2.0,20.0,4.7,4.4
source unknown,womens_tops_and_tshirts,very good,s,9,5.49,6.0,1.0,10.0,5.7,5
levi's,shorts,very good,w36,9,13.44,10.0,4.0,34.99,3.9,6.5
marks & spencer,womens_tops_and_tshirts,new with tags,l,9,8.72,8.0,1.0,25.0,3.3,4.7
new look,womens_dresses,good,s,9,2.63,3.0,1.0,4.0,3.3,4.8
nike,brand_nike,very good,10 child | eu 28,9,7.33,4.0,3.0,20.0,1.7,4.0
nike,brand_nike,very good,4 baby | eu 21,9,10.0,6.0,3.0,25.0,3.9,4.5
nike,brand_nike,good,8,9,14.8,12.0,6.5,30.0,3.9,4.5
nike,brand_nike_tracksuit,good,9 years,9,5.78,5.0,3.0,10.0,4,5.7
new look,womens_outerwear,good,s,9,4.17,3.0,2.0,10.0,4,5.7
regatta,womens_outerwear,new with tags,s,9,24.33,20.0,12.0,50.0,6.1,4
stradivarius,womens_jeans,very good,xs,9,6.17,6.0,2.0,13.0,4.8,5.6
under armour,outerwear,very good,l,9,14.78,15.0,6.5,20.0,2,4.9
asos,womens_outerwear,very good,s,9,15.94,6.0,3.5,50.0,4.2,5.6
shein,womens_jumpers_and_sweaters,very good,xs,9,2.67,2.5,1.0,5.0,8.7,5.3
nike,brand_nike_tracksuit,good,11 years,9,4.67,5.0,3.0,6.0,5.1,4.6
river island,outerwear,very good,s,9,4.61,4.0,3.0,8.0,4.3,5.9
adidas,jumpers_and_sweaters,very good,s,9,13.78,10.0,6.0,25.0,3.4,5.9
boss,tops_and_tshirts,very good,l,9,6.67,6.0,3.0,15.99,2.6,5.2
h&m,womens_jumpers_and_sweaters,good,s,9,2.56,2.0,1.0,5.0,5.8,6.6
boohoo,womens_jumpers_and_sweaters,very good,m,9,3.89,3.0,3.0,7.0,4.2,4.9
fatface,womens_jumpers_and_sweaters,very good,l,9,10.89,6.0,4.0,40.0,1.4,4.3
no brand,womens_dresses,very good,s,9,6.85,4.0,2.0,27.0,5.3,7.1
primark,womens_dresses,very good,xl,9,2.17,2.0,1.0,5.0,3,6.7
white fox,womens_dresses,very good,s,9,19.44,20.0,8.0,34.0,5.7,5.4
source unknown,womens_outerwear,very good,m,9,5.22,4.0,2.0,12.0,4.8,5.4
no brand,womens_tops_and_tshirts,very good,s,9,3.0,2.0,1.0,7.0,4.6,5.5
nike,brand_nike,very good,1 junior | eu 33,9,7.44,5.0,4.0,16.0,1.7,3.6
nike,brand_nike,very good,7 child | eu 24,9,11.39,6.0,3.5,28.0,2.7,5.0
adidas,brand_adidas_shoes,satisfactory,6,9,7.78,7.0,3.0,20.0,4.3,6
nike,trousers,new without tags,m,9,17.67,11.0,4.0,45.0,3.3,4.9
adidas,brand_adidas,very good,8,9,24.33,25.0,12.0,45.0,4.7,4.9
next,trousers,very good,w30,9,5.33,4.0,2.0,15.0,3.6,6.1
carhartt,brand_carhartt_t_shirt,very good,xxxl,9,11.97,10.73,9.0,24.27,2.4,6.8
carhartt,brand_carhartt_t_shirt,satisfactory,l,9,6.56,6.0,3.0,13.0,3.8,6.3
stradivarius,womens_jumpers_and_sweaters,very good,s,9,5.83,5.0,2.0,13.0,2.9,4.9
the north face,trousers,very good,m,9,9.29,8.0,5.0,16.1,2,3.6
pull & bear,womens_jumpers_and_sweaters,very good,s,9,6.17,3.5,2.0,18.0,3.6,5.0
h&m,brand_hm,very good,xxl,9,6.72,6.0,4.0,10.0,1.1,6.8
mango,womens_dresses,very good,s,9,5.72,5.0,3.0,10.0,5.2,5.2
under armour,tops_and_tshirts,very good,xl,9,5.44,6.0,3.0,10.0,1.7,5.5
zara,jeans,very good,w30,9,6.28,6.0,3.0,10.0,4.7,4.9
under armour,activewear,good,s,9,4.83,4.0,2.0,10.0,2.3,6.3
vintage dressing,womens_jumpers_and_sweaters,very good,s,9,15.83,15.0,6.0,35.0,8.4,5.2
hugo boss,tops_and_tshirts,very good,m,9,11.17,6.0,3.0,42.5,3.6,5.0
oasis,womens_dresses,very good,s,9,6.99,4.0,2.0,20.0,6,5.5
adidas,brand_adidas,good,6,9,12.69,12.0,3.75,20.0,3.2,5.2
montirex,outerwear,very good,l,9,17.11,15.0,12.0,40.0,1.1,5.0
boohooman,outerwear,very good,s,9,5.61,5.0,1.5,12.0,4.7,5.2
lyle & scott,outerwear,very good,xl,9,14.94,12.0,8.0,28.0,4.3,3.6
f&f,outerwear,very good,l,9,7.67,6.0,4.0,15.0,4.4,5.4
adidas,outerwear,very good,xl,9,20.05,20.0,8.0,35.0,2.3,6.0
arne,trousers,very good,s,9,10.0,10.0,5.0,19.99,1.9,6
boohooman,outerwear,very good,m,9,4.78,3.5,2.0,10.0,3.3,6.5
crew clothing company,womens_jumpers_and_sweaters,very good,s,9,6.56,5.5,3.5,10.0,5.8,5.4
the north face,trousers,very good,s,9,8.06,8.0,4.5,14.0,4.9,6.0
nike,brand_nike_tech_fleece_hoodie,new with tags,xl,9,41.65,35.0,15.0,74.7,4.4,7.2
boohoo,womens_jeans,very good,m,9,3.5,3.0,1.0,6.0,3.3,4.3
gymshark,trousers,very good,m,9,7.67,8.0,5.0,10.0,1.2,5.3
adidas,brand_adidas,good,11 years,9,3.89,4.0,3.0,5.0,1.7,4.7
levi strauss & co.,jeans,very good,w34,9,11.77,12.0,7.99,15.0,2.6,3.9
true religion,jeans,very good,w32,9,23.77,20.0,14.0,35.0,0.7,4.5
levi's,brand_levis,new with tags,w36,9,25.22,24.99,18.0,34.99,3.3,4.2
levi strauss & co.,jeans,very good,w32,9,13.0,11.99,7.99,25.0,1.7,4.0
pull & bear,womens_outerwear,very good,m,9,9.22,10.0,4.0,20.0,3,5.6
adidas,activewear,new without tags,xl,9,11.94,10.0,5.0,30.0,3.1,5.0
boohooman,jeans,new with tags,w34,9,5.82,5.0,2.4,15.0,3.8,5.8
marks & spencer,jeans,very good,w38,9,5.11,4.0,2.99,10.0,4,6.4
adanola,womens_jumpers_and_sweaters,very good,m,9,27.17,30.0,5.0,40.0,0.9,4.5
very,womens_dresses,very good,m,9,5.77,4.0,2.5,14.0,1.2,3.7
marks & spencer,tops_and_tshirts,very good,xl,9,3.17,3.0,2.0,4.0,4.2,5.1
polo ralph lauren,brand_ralph_lauren_shirt,new with tags,m,9,32.44,29.0,18.0,50.0,1.6,3.7
unknown,tops_and_tshirts,new without tags,l,9,11.44,7.0,2.0,35.0,5.9,5.7
represent,tops_and_tshirts,very good,xl,9,19.92,20.0,10.0,28.75,1.3,3.3
barbour,outerwear,very good,xl,9,50.89,43.0,25.0,115.0,5.8,5.6
hollister,womens_skorts,very good,xs,9,5.67,5.0,3.0,9.0,3.7,8.9
hollister,womens_dresses,very good,s,9,5.67,5.0,2.5,12.0,5,6.2
unknown,jumpers_and_sweaters,very good,xl,9,17.49,13.44,1.0,49.99,4.9,4.6
lacoste,jumpers_and_sweaters,very good,xl,9,18.89,15.0,10.0,38.0,4.6,3.7
the north face,jumpers_and_sweaters,very good,s,9,8.67,8.0,3.0,18.0,1.2,5.0
superdry,jumpers_and_sweaters,very good,xl,9,6.67,7.0,4.0,10.0,1.2,4.7
hugo boss,jumpers_and_sweaters,very good,m,9,16.39,15.0,7.5,38.0,2.4,3.8
denim co,shorts,very good,w32,9,2.98,2.5,1.0,7.99,2.7,4.6
essentials,shorts,very good,m,9,23.78,25.0,10.0,42.0,3.3,6.5
m&s collection,womens_tops_and_tshirts,very good,m,9,3.31,3.0,2.0,4.8,2.4,5.1
hugo boss,outerwear,very good,m,9,39.11,40.0,15.0,60.0,3.2,6.3
nike,brand_nike,good,5 junior | eu 38,9,8.89,5.0,3.0,25.0,3.4,5.2
primark,tops_and_tshirts,very good,l,9,2.33,1.5,1.0,5.0,2.2,5.3
nike,brand_nike_air_max_95,new without tags,9,9,64.32,65.0,30.0,90.0,2.7,6.4
polo ralph lauren,brand_polo_ralph_lauren,very good,9,9,23.67,20.0,7.0,50.0,2.3,6.4
tommy hilfiger,jeans,very good,w30,9,9.44,8.0,6.0,14.99,5.4,6.1
ralph lauren,brand_ralph_lauren_polo_shirt,very good,6 years,9,6.39,7.0,3.0,10.0,4.3,5.9
ralph lauren,brand_ralph_lauren_shirt,new with tags,s,9,22.11,25.0,7.0,35.0,4.2,6.0
montirex,outerwear,new without tags,m,9,15.44,15.0,10.0,25.0,3.1,5.2
nike,brand_nike,very good,9.5,9,29.67,25.0,10.0,100.0,3.7,4.3
marks & spencer,trousers,very good,w42,9,7.06,5.0,3.0,16.0,2.8,6.9
carhartt wip,brand_carhartt_jacket,very good,s,9,51.9,42.0,20.0,125.0,2.4,6.7
lacoste,shoes,very good,10,9,19.11,14.0,10.0,65.0,0.9,3.9
new balance,shoes,very good,9.5,9,33.33,45.0,7.0,50.0,2.7,5.9
puma,activewear,new with tags,m,9,16.11,10.0,6.0,45.0,3,5.6
nike,activewear,new with tags,xl,9,17.82,13.41,8.0,30.0,3.1,4.5
boohoo,womens_skorts,very good,s,9,2.44,2.0,1.5,5.0,6.4,8
tommy hilfiger,tops_and_tshirts,very good,xxl,9,7.55,7.0,2.0,16.95,3.6,5.2
nike,brand_nike,good,12 years,9,5.39,3.0,3.0,20.0,2.6,5.5
wrangler,shorts,very good,w42,9,12.94,12.5,6.0,18.0,10.4,5.8
carhartt,brand_carhartt,good,w33,9,13.78,15.0,5.0,20.0,4.6,5.4
nike,brand_nike,very good,24-36 months,9,3.89,3.5,3.0,6.0,1.8,5.0
g-star raw,jeans,very good,w34,9,17.56,11.0,10.0,55.0,7,5.3
ralph lauren,brand_ralph_lauren_shirt,new without tags,xl,9,18.49,14.94,10.0,60.0,1.8,5.0
polo ralph lauren,brand_ralph_lauren_hoodie,very good,5 years,9,9.92,10.19,5.0,15.0,3.4,5.7
ralph lauren,brand_ralph_lauren_hoodie,very good,4 years,9,10.68,10.0,4.0,18.68,7.2,6.9
h&m,brand_hm,new without tags,6,9,8.56,8.0,5.0,15.0,3.4,4.4
adidas,womens_jumpers_and_sweaters,very good,s,9,6.05,5.0,3.0,15.0,8.1,5
bershka,brand_bershka,very good,other,9,8.94,6.5,4.0,20.0,6.3,6.1
whistles,womens_dresses,very good,s,9,15.39,15.0,5.5,24.0,5.3,5.2
hollister,womens_skorts,very good,m,9,6.3,5.0,5.0,9.66,3.1,6.6
prettylittlething,womens_skorts,new with tags,s,9,7.0,4.0,3.0,20.0,4.6,7.7
next,womens_tops_and_tshirts,good,l,9,2.5,3.0,1.0,3.0,2.8,5.2
supreme,brand_supreme_hoodie,new without tags,xl,9,81.04,105.0,24.99,125.0,6.3,9.9
adidas,brand_adidas,satisfactory,l,9,4.89,4.99,3.0,10.0,6.1,4.4
nike,brand_nike_air_max_95,good,5,9,24.33,20.0,6.0,60.0,3.9,8.0
carhartt,brand_carhartt,very good,w44,9,23.89,25.0,10.0,40.0,4.6,6.4
white stuff,womens_dresses,very good,m,9,6.5,7.5,3.0,8.0,3.9,5.5
next,womens_outerwear,new with tags,l,9,26.0,25.0,12.0,40.0,5.2,4.1
coast,womens_dresses,very good,m,9,22.44,23.99,3.0,40.0,5.8,4.9
polo ralph lauren,brand_polo_ralph_lauren,very good,11,9,13.67,12.0,8.0,20.0,1.2,8.3
polo ralph lauren,brand_polo_ralph_lauren,good,9,9,14.11,13.0,5.0,31.0,5.7,6.4
zara,womens_outerwear,new without tags,xs,9,18.44,15.0,6.0,40.0,0.7,5.5
tu,womens_dresses,very good,xl,9,4.11,4.0,2.0,9.0,6.2,6.4
adidas,womens_jumpers_and_sweaters,very good,m,9,10.11,9.0,5.0,18.0,4,5.4
asos,womens_dresses,new with tags,s,9,10.44,10.0,2.0,30.0,6.9,6.1
george,womens_dresses,new without tags,m,9,3.28,3.0,2.0,5.0,3.3,4.0
ralph lauren,womens_jumpers_and_sweaters,very good,s,9,32.32,36.38,10.0,50.0,4.8,4.4
uniqlo,shorts,very good,m,9,9.44,6.0,3.0,30.0,3.8,4.4
m&s collection,womens_jumpers_and_sweaters,very good,l,9,6.72,4.0,2.5,16.0,3.3,3.6
hollister,womens_tops_and_tshirts,new without tags,s,9,11.1,10.0,3.0,20.0,2.4,4.5
carhartt,brand_carhartt,new without tags,xl,9,20.85,18.76,11.96,40.0,3.7,6.6
ted baker,womens_dresses,very good,s,9,14.11,12.0,6.0,25.0,3.7,6.1
zara,womens_skorts,good,xs,9,3.62,4.0,2.0,5.0,4.6,7.1
palace,brand_palace_t_shirt,new with tags,m,9,49.33,38.0,28.0,85.0,13.7,11
bershka,womens_skorts,new without tags,s,9,10.0,10.0,4.0,15.0,6.4,7.2
polo ralph lauren,brand_polo_ralph_lauren,good,4 years,9,4.39,4.0,3.0,8.0,5.6,6.6
adidas,mens_activewear,very good,m,9,17.0,17.0,5.0,40.0,15.7,7
adidas,womens_outerwear,very good,s,9,15.12,15.0,8.0,20.0,5.4,4.7
mountain warehouse,womens_outerwear,very good,l,9,8.22,8.0,3.0,20.0,1.7,4.7
h&m,womens_tops_and_tshirts,very good,l,9,3.13,3.0,1.0,6.5,5.7,5.9
