listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses,sold_price,sold_confirmed_at
63215,https://www.vinted.co.uk/items/9822446603-hm-denim-cropped-top?referrer=catalog,Vinted,brand_hm,H&M denim cropped top,3.00,3.00,0,,GBP,H&M,M / UK 12-14,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:45:08.009711+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:20:21.790871+00:00
63216,https://www.vinted.co.uk/items/9822538856-boohoo-mesh-bodysuit?referrer=catalog,Vinted,womens_tops_and_tshirts,Boohoo Mesh Bodysuit,3.00,3.00,0,,GBP,Boohoo,L / UK 16-18,New without tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:20:26.535695+00:00
63217,https://www.vinted.co.uk/items/9822928483-black-mesh-sparkly-over-top-size-xs-but-large-would-fit-8-12?referrer=catalog,Vinted,womens_tops_and_tshirts,Black mesh sparkly over top size xs but large would fit 8-12,1.50,1.50,0,,GBP,Primark,S / UK 8-10,New with tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:20:33.517060+00:00
63225,https://www.vinted.co.uk/items/9822940748-basic-t-shirt?referrer=catalog,Vinted,womens_tops_and_tshirts,basic t shirt,5.00,5.00,0,,GBP,Zara,M / UK 12-14,New without tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,5.00,2026-09-03T21:21:21.886580+00:00
63226,https://www.vinted.co.uk/items/9823578903-crop-top-size-12?referrer=catalog,Vinted,womens_tops_and_tshirts,Crop top size 12,1.00,1.00,0,,GBP,Boohoo,M / UK 12-14,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.00,2026-09-03T21:21:29.179598+00:00
63232,https://www.vinted.co.uk/items/9822284491-blue-sequin-cowl-neck-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Blue sequin cowl neck top,4.00,4.00,0,,GBP,Stradivarius,S / UK 8-10,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,4.00,2026-09-03T21:22:04.912569+00:00
63233,https://www.vinted.co.uk/items/9823129776-primark-brand-new-lace-body-suit-purple-plum-colour?referrer=catalog,Vinted,womens_tops_and_tshirts,Primark brand new lace body suit purple plum colour,5.00,5.00,0,,GBP,Primark,XS / UK 4-6,New with tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,5.00,2026-09-03T21:22:11.748507+00:00
63235,https://www.vinted.co.uk/items/9823254433-cream-floral-tshirt?referrer=catalog,Vinted,womens_tops_and_tshirts,Cream Floral Tshirt,3.00,3.00,0,,GBP,Love & Roses,M / UK 12-14,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:22:22.265847+00:00
63236,https://www.vinted.co.uk/items/9822364940-primark-tank-tops?referrer=catalog,Vinted,womens_tops_and_tshirts,Primark tank tops,3.00,3.00,0,,GBP,Primark,S / UK 8-10,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.00,2026-09-03T21:22:29.791849+00:00
63237,https://www.vinted.co.uk/items/9822035718-dkny-dress?referrer=catalog,Vinted,womens_tops_and_tshirts,DKNY dress,3.00,3.00,0,,GBP,DKNY,L / UK 16-18,New without tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:22:36.426117+00:00
63242,https://www.vinted.co.uk/items/9823068686-nirvana-acid-washed-tshirt?referrer=catalog,Vinted,womens_tops_and_tshirts,Nirvana acid washed tshirt,4.00,4.00,0,,GBP,F&F,XL / UK 20-22,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,4.00,2026-09-03T21:23:05.643994+00:00
63243,https://www.vinted.co.uk/items/9822354683-zara-yellow-tank-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Zara yellow tank top,6.00,6.00,0,,GBP,Zara,S / UK 8-10,New with tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:23:12.560395+00:00
63244,https://www.vinted.co.uk/items/9823505320-new-look-beige-pinstrip-button-front-top-with-puff-sleeves?referrer=catalog,Vinted,womens_tops_and_tshirts,New Look beige pinstrip button front top with puff sleeves,3.00,3.00,0,,GBP,New Look,M / UK 12-14,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:23:17.697098+00:00
63245,https://www.vinted.co.uk/items/9823245955-river-island-satin-blouse?referrer=catalog,Vinted,womens_tops_and_tshirts,river island satin blouse,3.00,3.00,0,,GBP,River Island,L / UK 16-18,Very good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:23:25.405301+00:00
63252,https://www.vinted.co.uk/items/9822403933-marks-and-spencers-long-sleeved-blouse-size-12-ditsy-print?referrer=catalog,Vinted,womens_tops_and_tshirts,Marks and Spencers Long Sleeved Blouse Size 12 Ditsy Print,3.00,3.00,0,,GBP,Marks & Spencer,M / UK 12-14,Good,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:24:05.083910+00:00
63254,https://www.vinted.co.uk/items/9822186999-long-sleeve-see-through-star-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Long sleeve see through star top,1.50,1.50,0,,GBP,Papaya,S / UK 8-10,New without tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:24:16.723813+00:00
63255,https://www.vinted.co.uk/items/9822856168-size-m-womens-blouse-with-flower-detail?referrer=catalog,Vinted,womens_tops_and_tshirts,Size M womens blouse with flower detail,2.00,2.00,0,,GBP,Anewsta,M / UK 12-14,New without tags,,2026-08-30T02:33:24.998640+00:00,2026-08-30T02:33:24.998640+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.00,2026-09-03T21:24:23.870117+00:00
63256,https://www.vinted.co.uk/items/9823511449-womens-long-sleeves-top-size-l?referrer=catalog,Vinted,womens_tops_and_tshirts,Women's long sleeves top size L,2.00,2.00,0,,GBP,PrettyLittleThing,L / UK 16-18,New with tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.00,2026-09-03T21:24:32.539683+00:00
63257,https://www.vinted.co.uk/items/9822859064-diamante-vest-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Diamanté vest top,2.00,2.00,0,,GBP,Shein,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.30,2026-09-03T21:24:39.718284+00:00
63261,https://www.vinted.co.uk/items/9822963934-next-printed-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Next printed top,6.00,6.00,0,,GBP,Next,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:25:03.892496+00:00
63262,https://www.vinted.co.uk/items/9822969979-black-lace-t-shirt?referrer=catalog,Vinted,womens_tops_and_tshirts,Black lace t-shirt,6.00,6.00,0,,GBP,ASOS Design,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:25:08.804385+00:00
63263,https://www.vinted.co.uk/items/9822894714-polka-dot-mesh-boat-neck-top?referrer=catalog,Vinted,womens_tops_and_tshirts,polka dot mesh boat neck top,8.00,8.00,0,,GBP,Urban Outfitters,S / UK 8-10,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:25:15.979804+00:00
63264,https://www.vinted.co.uk/items/9822939967-alternative-shirt-with-wide-arms?referrer=catalog,Vinted,womens_tops_and_tshirts,alternative shirt with wide arms,3.50,3.50,0,,GBP,Shein,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.50,2026-09-03T21:25:22.073063+00:00
63265,https://www.vinted.co.uk/items/9823011872-zara-striped-ruched-long-sleeve-topjumper?referrer=catalog,Vinted,womens_tops_and_tshirts,Zara Striped Ruched Long Sleeve Top/Jumper,8.00,8.00,0,,GBP,Zara,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:25:28.331751+00:00
63271,https://www.vinted.co.uk/items/9823190550-very-pretty-blouse?referrer=catalog,Vinted,womens_tops_and_tshirts,Very pretty blouse,6.99,6.99,0,,GBP,Vera & Lucy,S / UK 8-10,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.99,2026-09-03T21:26:04.295751+00:00
63272,https://www.vinted.co.uk/items/9822625877-ribs-t-shirt-halloween?referrer=catalog,Vinted,womens_tops_and_tshirts,Ribs t shirt Halloween,1.00,1.00,0,,GBP,Shein,M / UK 12-14,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.00,2026-09-03T21:26:11.549854+00:00
63273,https://www.vinted.co.uk/items/9823183348-zara-creme-top?referrer=catalog,Vinted,womens_tops_and_tshirts,zara creme top,8.00,8.00,0,,GBP,Zara,S / UK 8-10,New with tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:26:18.982738+00:00
63274,https://www.vinted.co.uk/items/9823534184-34-sleeve-top-women?referrer=catalog,Vinted,womens_tops_and_tshirts,3/4 sleeve top women,4.00,4.00,0,,GBP,Terranova,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,4.00,2026-09-03T21:26:23.722596+00:00
63276,https://www.vinted.co.uk/items/9822629070-bershka-black-long-sleeved-top-size-xs?referrer=catalog,Vinted,brand_bershka,Bershka black long sleeved top size XS,8.00,8.00,0,,GBP,Bershka,XS / UK 4-6,New with tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:45:37.862866+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:26:33.888277+00:00
63277,https://www.vinted.co.uk/items/9822583183-polka-dot-halter-backless-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Polka dot halter backless top,3.00,3.00,0,,GBP,Shein,XXS / UK 2,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:26:39.390137+00:00
63282,https://www.vinted.co.uk/items/9822741599-dinosaur-sleeveless-top-tu-size-12?referrer=catalog,Vinted,womens_tops_and_tshirts,Dinosaur sleeveless top TU size 12,1.50,1.50,0,,GBP,TU,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:27:08.104219+00:00
63283,https://www.vinted.co.uk/items/9822510816-cream-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Cream top,2.50,2.50,0,,GBP,H&M,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.50,2026-09-03T21:27:14.797305+00:00
63284,https://www.vinted.co.uk/items/9823304665-primark-large-ladies-oversize-blouse-emerald-green?referrer=catalog,Vinted,womens_tops_and_tshirts,Primark large ladies oversize blouse. Emerald green,2.00,2.00,0,,GBP,Primark,L / UK 16-18,New with tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.00,2026-09-03T21:27:19.765960+00:00
63287,https://www.vinted.co.uk/items/9319152107-red-top-with-blue-details?referrer=catalog,Vinted,womens_tops_and_tshirts,red top with blue details,3.00,3.00,0,,GBP,the roadster,S / UK 8-10,Good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:27:43.296607+00:00
63288,https://www.vinted.co.uk/items/9822350688-shein-backless-halter-neck-denim-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Shein backless halter neck denim top,1.52,1.52,0,,GBP,Shein,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.52,2026-09-03T21:27:50.043764+00:00
63292,https://www.vinted.co.uk/items/9821864043-plum-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Plum top,2.00,2.00,0,,GBP,Other,S / UK 8-10,Good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.00,2026-09-03T21:08:04.630845+00:00
63293,https://www.vinted.co.uk/items/9822139388-grey-button-up-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Grey button up top,5.00,5.00,0,,GBP,Bershka,XS / UK 4-6,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,5.00,2026-09-03T21:08:16.844938+00:00
63294,https://www.vinted.co.uk/items/9822976294-stripey-crop-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Stripey crop top,3.00,3.00,0,,GBP,Zara,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:08:27.539171+00:00
63295,https://www.vinted.co.uk/items/9823089570-top-new-look?referrer=catalog,Vinted,womens_tops_and_tshirts,Top new look,6.00,6.00,0,,GBP,New Look,XL / UK 20-22,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:08:36.734320+00:00
63296,https://www.vinted.co.uk/items/9822946777-next-ladies-shirt-size-12?referrer=catalog,Vinted,womens_tops_and_tshirts,Next ladies shirt size 12,5.00,5.00,0,,GBP,Next,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,5.00,2026-09-03T21:08:48.386542+00:00
63300,https://www.vinted.co.uk/items/9823515229-super-cute-snoopy-tee?referrer=catalog,Vinted,womens_tops_and_tshirts,Super cute snoopy tee,10.00,10.00,0,,GBP,Urban Outfitters,S / UK 8-10,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,10.00,2026-09-03T21:09:19.934959+00:00
63301,https://www.vinted.co.uk/items/9815386555-shein-long-sleeved-grey-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Shein Long sleeved grey top,2.50,2.50,0,,GBP,Shein,XS / UK 4-6,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,2.50,2026-09-03T21:09:28.169723+00:00
63304,https://www.vinted.co.uk/items/9823820973-black-long-sleeve-top?referrer=catalog,Vinted,womens_tops_and_tshirts,black long sleeve top,1.50,1.50,0,,GBP,Shein,L / UK 16-18,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:09:46.105299+00:00
63305,https://www.vinted.co.uk/items/9823095725-crop-top-with-hood-and-sleeves-with-thumb-hole?referrer=catalog,Vinted,womens_tops_and_tshirts,Crop top with hood and sleeves with thumb hole,3.00,3.00,0,,GBP,Romwe,L / UK 16-18,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:09:54.001549+00:00
63306,https://www.vinted.co.uk/items/9822854247-white-fox-t-shirt?referrer=catalog,Vinted,womens_tops_and_tshirts,White fox t shirt,3.00,3.00,0,,GBP,White Fox,XXS / UK 2,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:10:02.542777+00:00
63308,https://www.vinted.co.uk/items/9822997754-subdued-cami?referrer=catalog,Vinted,womens_tops_and_tshirts,Subdued cami,6.00,6.00,0,,GBP,Subdued,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:10:25.622622+00:00
63309,https://www.vinted.co.uk/items/9823007667-blouse?referrer=catalog,Vinted,womens_tops_and_tshirts,Blouse,3.00,3.00,0,,GBP,MOCHY,Other,Good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:34.721275+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:10:33.677929+00:00
63312,https://www.vinted.co.uk/items/9822580576-top-grey?referrer=catalog,Vinted,womens_tops_and_tshirts,Top grey,3.00,3.00,0,,GBP,Marks & Spencer,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:10:55.381135+00:00
63313,https://www.vinted.co.uk/items/9823088974-2000s-vintage-styled-top?referrer=catalog,Vinted,womens_tops_and_tshirts,2000s / vintage styled top,8.00,8.00,0,,GBP,Reclaimed Vintage,XS / UK 4-6,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:11:05.301293+00:00
63316,https://www.vinted.co.uk/items/9822729001-fully-laced-victorian-lolita-shirt?referrer=catalog,Vinted,womens_tops_and_tshirts,Fully laced victorian lolita shirt,8.00,8.00,0,,GBP,Lolita,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:11:38.309792+00:00
63319,https://www.vinted.co.uk/items/9822847864-mustard-shirt-sleeve-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Mustard shirt sleeve top,1.50,1.50,0,,GBP,Barefoot,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:12:03.546091+00:00
63320,https://www.vinted.co.uk/items/9823046072-womens-marks-and-spencer-white-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Women’s Marks and Spencer White top,3.00,3.00,0,,GBP,Marks & Spencer,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:12:12.013913+00:00
63321,https://www.vinted.co.uk/items/9823415979-bershka-red-crop-top?referrer=catalog,Vinted,brand_bershka,Bershka Red Crop Top,3.00,3.00,0,,GBP,Bershka,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:46:09.201074+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:12:20.965330+00:00
63322,https://www.vinted.co.uk/items/9823199494-vintage-top?referrer=catalog,Vinted,womens_tops_and_tshirts,vintage top,6.00,6.00,0,,GBP,Cotton On,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:12:29.042800+00:00
63323,https://www.vinted.co.uk/items/9822628265-short-sleeve-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Short sleeve top,8.00,8.00,0,,GBP,Stradivarius,S / UK 8-10,New without tags,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,8.00,2026-09-03T21:12:35.594427+00:00
63328,https://www.vinted.co.uk/items/9823078252-zara-white-high-neck-t-shirt-top-size-medium?referrer=catalog,Vinted,womens_tops_and_tshirts,Zara white high neck T-shirt top size medium,3.00,3.00,0,,GBP,Zara,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:13:18.527578+00:00
63329,https://www.vinted.co.uk/items/9822606501-black-hollister-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Black hollister top,6.00,6.00,0,,GBP,Hollister,M / UK 12-14,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,5.00,2026-09-03T21:13:27.910419+00:00
63330,https://www.vinted.co.uk/items/9823512927-ff-blouse?referrer=catalog,Vinted,womens_tops_and_tshirts,F&F blouse,3.00,3.00,0,,GBP,F&F,S / UK 8-10,Very good,,2026-08-30T02:33:34.721275+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:13:36.411669+00:00
63337,https://www.vinted.co.uk/items/9821934765-white-stuff-longsleeve-top-size-16?referrer=catalog,Vinted,womens_tops_and_tshirts,White Stuff Longsleeve Top size 16,3.00,3.00,0,,GBP,White Stuff,L / UK 16-18,Very good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:14:26.276419+00:00
63338,https://www.vinted.co.uk/items/9822899803-white-vest-laced?referrer=catalog,Vinted,womens_tops_and_tshirts,white vest laced,5.00,5.00,0,,GBP,Tesco,XS / UK 4-6,New without tags,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,deleted,2026-09-03T21:14:29.827042+00:00,2,,
63339,https://www.vinted.co.uk/items/9822361161-john-lewis-knitted-top-size-l?referrer=catalog,Vinted,womens_tops_and_tshirts,John Lewis knitted top size L,1.50,1.50,0,,GBP,John Lewis,L / UK 16-18,Good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.50,2026-09-03T21:14:37.098611+00:00
63342,https://www.vinted.co.uk/items/9823077562-size-12-green-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Size 12 green top,1.00,1.00,0,,GBP,Papaya,M / UK 12-14,Good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,1.00,2026-09-03T21:14:58.070046+00:00
63344,https://www.vinted.co.uk/items/9821944135-the-beatles-top?referrer=catalog,Vinted,womens_tops_and_tshirts,The Beatles top,3.00,3.00,0,,GBP,The Beatles,M / UK 12-14,New without tags,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,3.00,2026-09-03T21:15:13.237345+00:00
63345,https://www.vinted.co.uk/items/9823069331-graphic-cool-t-shirt-vintage?referrer=catalog,Vinted,womens_tops_and_tshirts,Graphic cool t shirt vintage,10.00,10.00,0,,GBP,Tom Tailor,S / UK 8-10,New without tags,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,10.00,2026-09-03T21:15:21.718963+00:00
63346,https://www.vinted.co.uk/items/9823542900-atmosphere-teal-cami?referrer=catalog,Vinted,womens_tops_and_tshirts,Atmosphere teal cami,10.00,10.00,0,,GBP,Atmosphere,S / UK 8-10,Good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,deleted,2026-09-03T21:15:25.855690+00:00,2,,
63348,https://www.vinted.co.uk/items/9822905728-zara-ladies-sparkly-silver-crochet-sheer-top-size-6?referrer=catalog,Vinted,womens_tops_and_tshirts,Zara ladies sparkly silver crochet sheer top size 6,4.00,4.00,0,,GBP,Zara,XS / UK 4-6,Very good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,4.00,2026-09-03T21:15:42.597971+00:00
63350,https://www.vinted.co.uk/items/9823480143-urban-outfitters-summer-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Urban outfitters summer top,6.00,6.00,0,,GBP,Urban Outfitters,S / UK 8-10,New without tags,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:15:55.402450+00:00
63351,https://www.vinted.co.uk/items/9823094253-sleeveless-top?referrer=catalog,Vinted,womens_tops_and_tshirts,Sleeveless top,6.00,6.00,0,,GBP,New Look,XL / UK 20-22,Very good,,2026-08-30T02:33:41.028633+00:00,2026-08-30T02:33:41.028633+00:00,confirmed_sold,2026-08-30T16:15:42.092295+00:00,2,6.00,2026-09-03T21:16:02.766615+00:00
