listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses
12308,https://www.vinted.co.uk/items/9798767890-berghaus-waterproof-jacket-with-hood-size-16?referrer=catalog,Vinted,womens_outerwear,Berghaus Waterproof Jacket with Hood - Size 16,45.00,45.00,0,,GBP,Berghaus,L / UK 16-18,Very good,https://images1.vinted.net/t/06_00935_mH9hp7LAhNpyZUFLHHHTayP3/310x430/814910a6.webp?s=d258fc42ec14a17e7663b160266713f76c1af7f2,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
12309,https://www.vinted.co.uk/items/9809712468-zara-dark-grey-bomber?referrer=catalog,Vinted,womens_outerwear,Zara Dark Grey Bomber,18.00,18.00,0,,GBP,Zara,XL / UK 20-22,New without tags,https://images1.vinted.net/t/02_01d88_ptUWw1gokavR2rPQ2JSGwzXP/310x430/a14fda91.webp?s=b71d7c1364a71e970ffefb66a970fe5acdfaec0c,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12310,https://www.vinted.co.uk/items/9784366652-metallic-bronze-jobis-quilted-jacket?referrer=catalog,Vinted,womens_outerwear,Metallic bronze Jobis quilted  jacket.,6.00,6.00,0,,GBP,Jobis,M / UK 12-14,Very good,https://images1.vinted.net/t/02_00f8c_wGC8goin39VDpZVEGApxZkPC/310x430/30b64d0e.webp?s=a520fd336142cd04419bbfb99966535767752ac8,2026-08-28T19:29:15.829231+00:00,2026-08-28T21:53:12.085561+00:00,active,,1
12311,https://www.vinted.co.uk/items/9808009331-padded-corduroy-waistcoat-with-tie-front-size-l?referrer=catalog,Vinted,womens_outerwear,Padded corduroy waistcoat with tie front size L,13.00,13.00,0,,GBP,Leopard,L / UK 16-18,Very good,https://images1.vinted.net/t/02_00f71_FNLrVhsvHCHsVhzfrhrJCE6y/310x430/c8bbf366.webp?s=c81e90ff297c4d2a6c7647218f9a692cfb0eb7e7,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12312,https://www.vinted.co.uk/items/9801067167-zara-grey-short-faux-fur-coat-with-zip?referrer=catalog,Vinted,womens_outerwear,Zara grey short faux fur coat with zip,50.00,50.00,0,,GBP,Zara,XL / UK 20-22,New with tags,https://images1.vinted.net/t/06_024a9_oYwK7r48Miy3vdXc9zoXiVmK/310x430/b5ce4a01.webp?s=c86e79f92e83ee634f9a1f2689c5abfe284561dc,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12313,https://www.vinted.co.uk/items/9809885175-leather-look-jacket-ladies?referrer=catalog,Vinted,womens_outerwear,Leather look jacket (ladies),6.00,6.00,0,,GBP,Primark,S / UK 8-10,New with tags,https://images1.vinted.net/t/05_01692_QWmt9JZKgwe2mQgueiJek5eo/310x430/9aa44656.webp?s=5774303696f7e50a6c34e43843550909dc0d13c6,2026-08-28T19:29:15.829231+00:00,2026-08-28T21:53:12.085561+00:00,active,,1
12314,https://www.vinted.co.uk/items/9807691500-beige-womens-winter-coat?referrer=catalog,Vinted,womens_outerwear,Beige Women’s Winter Coat,30.00,30.00,0,,GBP,Source Unknown,S / UK 8-10,New without tags,https://images1.vinted.net/t/04_005fa_wb8NRZb3HTT2RD2Fm3rs5SCr/310x430/e94bc4be.webp?s=95ec086a02f894cd9c6f727c42d4a269e2f1be22,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12315,https://www.vinted.co.uk/items/9799177497-patagonia-womens-medium-los-gatos-14-zip-teddy-fleece-pullover-smolder-blue?referrer=catalog,Vinted,womens_outerwear,Patagonia Womens Medium Los Gatos 1/4 Zip Teddy Fleece Pullover Smolder Blue,40.00,40.00,0,,GBP,Patagonia,M / UK 12-14,Very good,https://images1.vinted.net/t/06_00a09_QyQ1bczCBpogbBonMAqYjovn/310x430/d0b8b24a.webp?s=b6ccfc64a4e93c62db5d04dc3a26b6fdfc96fe0d,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
12316,https://www.vinted.co.uk/items/9803723084-oasis-poncho?referrer=catalog,Vinted,womens_outerwear,Oasis Poncho,8.00,8.00,0,,GBP,Oasis,One size,Very good,https://images1.vinted.net/t/05_01c41_erJjoKpcU4VPpRpYgqiaF4GG/310x430/44f9128a.webp?s=52da46f34d12e4704a0c0c2c003a223bd2d39a10,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12317,https://www.vinted.co.uk/items/9806745935-burgandy-jacket?referrer=catalog,Vinted,womens_outerwear,Burgandy jacket,14.14,14.14,0,,GBP,Reclaimed Vintage,XS / UK 4-6,Very good,https://images1.vinted.net/t/04_01903_QLMcUTLPQbS5z24BUvtMEvWL/310x430/350ce826.webp?s=811458b024de9fb1b02c22f6e1f5aa36a649989a,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12318,https://www.vinted.co.uk/items/9807996822-next-light-grey-faux-fur-jacket?referrer=catalog,Vinted,womens_outerwear,Next light grey faux fur jacket,15.00,20.00,1,2026-08-28T21:52:48.054575+00:00,GBP,Next,S / UK 8-10,New without tags,https://images1.vinted.net/t/02_00191_qTkqVQj9NYvPyYo9Z3we2h57/310x430/9e7b052e.webp?s=385da3563f99fd7f4db6e86b3c54f312c1fb1a24,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12319,https://www.vinted.co.uk/items/9808858480-pink-double-breasted-principles-coat-size-16?referrer=catalog,Vinted,womens_outerwear,Pink Double Breasted Principles Coat Size 16,30.00,30.00,0,,GBP,Principles,L / UK 16-18,Very good,https://images1.vinted.net/t/06_0220d_7qGxaS88todpuM7PvtK5k5Lc/310x430/09656648.webp?s=b8f2216b49dc5e194b453676406b3ee6c686d736,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12320,https://www.vinted.co.uk/items/9804334472-ladies-winter-coat?referrer=catalog,Vinted,womens_outerwear,Ladies winter coat,18.00,18.00,0,,GBP,board dökter,L / UK 16-18,Very good,https://images1.vinted.net/t/04_01b90_VVHNDhRQbH2zDXys4ZFY3Tc5/310x430/2e12394d.webp?s=25c81950c9b6cb267a0ff08e4b28740ee90137c3,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12321,https://www.vinted.co.uk/items/9806274164-womens-winter-overcoat-l-elegant-mid-thigh-stand-collar-single-breaste-size-l-uk-12?referrer=catalog,Vinted,womens_outerwear,"Women's Winter Overcoat L - Elegant Mid-thigh Stand Collar, Single Breaste size L UK 12",25.00,25.00,0,,GBP,Allegra K,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_017ab_pXZjXtyzuQ2XV3mJe3h24q7S/310x430/d03cbe75.webp?s=ab1acab49aebe5f3e17f24fbc19e01a3264c1ae1,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
12322,https://www.vinted.co.uk/items/9809368301-full-length-tartan-coat?referrer=catalog,Vinted,womens_outerwear,Full length tartan coat,15.00,15.00,0,,GBP,ROMAN,L / UK 16-18,Very good,https://images1.vinted.net/t/05_00ae9_j4cSbbrCPe9hBxZsSuK5SPQ2/310x430/f015aa10.webp?s=54f40f8ee822e51d1fc024f3ec2557f250994c40,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12323,https://www.vinted.co.uk/items/9802645433-hm-cropped-denim-jacket?referrer=catalog,Vinted,womens_outerwear,H&M cropped denim jacket,7.00,7.00,0,,GBP,H&M,XS / UK 4-6,Very good,https://images1.vinted.net/t/05_01631_o6WFJPdnq1aTSZEYxsKBFaLf/310x430/5e76332d.webp?s=12504056766912d908e5016bb610bffb8263ab8e,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12324,https://www.vinted.co.uk/items/9774216264-george-beige-suede-effect-shearling-gilet-biker-style-body-warmer-size-1618?referrer=catalog,Vinted,womens_outerwear,George Beige Suede Effect Shearling Gilet | Biker Style Body Warmer | Size 16/18,15.00,15.00,0,,GBP,George,L / UK 16-18,Very good,https://images1.vinted.net/t/06_00482_M49bmqoDFTofE5SH7AbB8Bz7/310x430/9fbdaee6.webp?s=68a0a448f6df66c09950c89550e76436d45da7bb,2026-08-28T19:29:15.829231+00:00,2026-08-28T21:53:12.085561+00:00,active,,1
12325,https://www.vinted.co.uk/items/9808571081-cotton-traders-blue-longline-ladies-waterproof-raincoat-size10?referrer=catalog,Vinted,womens_outerwear,Cotton Traders blue longline ladies waterproof raincoat size10,35.00,35.00,0,,GBP,Cotton Traders,S / UK 8-10,New without tags,https://images1.vinted.net/t/02_02627_NUhfHRST5QZaQSHpCBmMERTp/310x430/328718cc.webp?s=3e56f3e67af86b582c617aebe2c7b3f01e52221a,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12326,https://www.vinted.co.uk/items/9799368992-faux-leather-revere-collar-short-jacket-rrp-ps75?referrer=catalog,Vinted,womens_outerwear,Faux Leather Revere Collar Short Jacket RRP £75,55.00,55.00,0,,GBP,Marks & Spencer,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_012f0_SmtWaN5sauVmx8ZWNeyTdWLV/310x430/b9b71bd2.webp?s=68f0347c0e1e60da3b9292700bddd5e651e6c9db,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:53.965284+00:00,active,,0
12327,https://www.vinted.co.uk/items/9809934714-polka-dot-jacket?referrer=catalog,Vinted,womens_outerwear,Polka dot jacket,20.00,20.00,0,,GBP,Next,M / UK 12-14,New with tags,https://images1.vinted.net/t/02_00681_stEa2rWJRpnDtNqLrUnF4uBd/310x430/d05413fc.webp?s=c09236376de0a1c0cc4978eb4a1427954125ffdb,2026-08-28T19:29:15.829231+00:00,2026-08-28T19:29:15.829231+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
12328,https://www.vinted.co.uk/items/9809019546-cos-long-parka-size-m-but-more-like-16-18?referrer=catalog,Vinted,womens_outerwear,"COS long parka, size M but more like 16-18",30.00,30.00,0,,GBP,COS,M / UK 12-14,Very good,https://images1.vinted.net/t/05_00d20_qA6BA6wcdbrH1yawzrMZ3Zaw/310x430/8ac1ae52.webp?s=25e9125283db9220afe549172cb353fafd326d83,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:53.965284+00:00,active,,0
12329,https://www.vinted.co.uk/items/9810345219-bomber-jacket?referrer=catalog,Vinted,womens_outerwear,Bomber jacket,15.00,15.00,0,,GBP,New Yorker,Other,Very good,https://images1.vinted.net/t/06_00c17_Kwb2sEdQg6fxoaCeej4nvS2D/310x430/1a6975fd.webp?s=b5abf16f379df2d7c4b342098a4e5453af45cf1a,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12330,https://www.vinted.co.uk/items/9807163824-womens-columbia-waterproof-coat?referrer=catalog,Vinted,womens_outerwear,Women’s Columbia waterproof coat,10.00,15.00,1,2026-08-28T21:52:48.054575+00:00,GBP,Columbia,XL / UK 20-22,Good,https://images1.vinted.net/t/05_0173d_kHV8nXEChVCrUVtcWKhd982q/310x430/d89f9852.webp?s=dcb2f19b6b189519709c1bdc7002fd2a1a3c35c6,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:23.076897+00:00,active,,0
12331,https://www.vinted.co.uk/items/9799626708-vintage-diesel-jacket-size-small?referrer=catalog,Vinted,womens_outerwear,Vintage Diesel Jacket Size Small,30.00,30.00,0,,GBP,Diesel,S / UK 8-10,Very good,https://images1.vinted.net/t/01_020cd_CsxkmPDLjDU8UmEbcwQ7YTMp/310x430/8dc87ca6.webp?s=f82483f6a3b864b15996e7b0eae32249da8ee8ee,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12332,https://www.vinted.co.uk/items/9805627683-north-face-puffer-coat?referrer=catalog,Vinted,womens_outerwear,North face puffer coat,24.99,24.99,0,,GBP,The North Face,L / UK 16-18,Very good,https://images1.vinted.net/t/06_009c0_CqsvYoa7ZijXthAyfgxuot5S/310x430/73ea2c2b.webp?s=2de09ee8b0cf3caa54d6ce7ff3637a41972fe622,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12333,https://www.vinted.co.uk/items/9800883125-asos-padded-jacket-medium?referrer=catalog,Vinted,womens_outerwear,"Asos padded jacket, Medium",12.00,12.00,0,,GBP,ASOS,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_0168b_MzTNKXE2iCoTpxaQkYGpUZvm/310x430/e9f6c26e.webp?s=3591b904886e34ca9e8d768ccdf4ce245c20be06,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12334,https://www.vinted.co.uk/items/9800226673-jacket?referrer=catalog,Vinted,womens_outerwear,Jacket,18.00,18.00,0,,GBP,Dorothy Perkins,M / UK 12-14,Very good,https://images1.vinted.net/t/06_02358_7rQ55Jd3YJXa7qNExZQ6yLiR/310x430/446baab1.webp?s=4b99cc894b948d983c8f146a3d4141dca2348041,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12335,https://www.vinted.co.uk/items/9799166971-tu-ivory-quilted-jacket?referrer=catalog,Vinted,womens_outerwear,Tu ivory quilted jacket,15.00,15.00,0,,GBP,TU,M / UK 12-14,New with tags,https://images1.vinted.net/t/04_01507_u4Dz4dgorxGGJKPQxWtiB5Zz/310x430/3a5a45fd.webp?s=520f48fe726ccaf0d21baf3df763f7a5bd4d9aa6,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12336,https://www.vinted.co.uk/items/9810128944-columbia-thermal-jacket?referrer=catalog,Vinted,womens_outerwear,Columbia Thermal Jacket,22.50,22.50,0,,GBP,Columbia,XS / UK 4-6,Very good,https://images1.vinted.net/t/06_00875_89rVrCdgbwFiFWvYj3bAWzG3/310x430/f7b53384.webp?s=86f83ca00f06fd88c5301cb477965ab069b43bbc,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:38.170139+00:00,active,,0
12337,https://www.vinted.co.uk/items/9809175363-black-puffy-coat?referrer=catalog,Vinted,womens_outerwear,Black Puffy coat,15.00,15.00,0,,GBP,New Look,XL / UK 20-22,Very good,https://images1.vinted.net/t/01_01ae9_PMrssPVoaHsKRaFvjJ2hqyAA/310x430/134b5327.webp?s=d2a23cb5f5ba183a5829d1619a9bc475ec11838b,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:38.170139+00:00,active,,0
12338,https://www.vinted.co.uk/items/9801110677-womens-zavetti-canada-jacket?referrer=catalog,Vinted,womens_outerwear,Women’s Zavetti Canada jacket,60.00,60.00,0,,GBP,Zavetti Canada,XL / UK 20-22,New without tags,https://images1.vinted.net/t/02_01df1_9kirSAraw4zYeoaqHSb8awco/310x430/eac84eef.webp?s=9fd6aa02b124239553e0faf61e72c11087e18670,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12339,https://www.vinted.co.uk/items/9808937112-winter-coat?referrer=catalog,Vinted,womens_outerwear,Winter coat,19.00,19.00,0,,GBP,Mountain Warehouse,M / UK 12-14,Satisfactory,https://images1.vinted.net/t/01_00f97_9eQuTVDHpjzY36ZjaHgTzxvf/310x430/e8f5bc0d.webp?s=0a773f3989bb056db89c4823bcb9243ed1fb7548,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12340,https://www.vinted.co.uk/items/9800143390-rrp-ps79-m-s-faux-aviator-jacket-size-12?referrer=catalog,Vinted,womens_outerwear,RRP £79 M & S Faux Aviator Jacket size 12,34.99,34.99,0,,GBP,Marks & Spencer,M / UK 12-14,New with tags,https://images1.vinted.net/t/03_0012d_sugcVRKiWJHu4ekg5jKc5me1/310x430/090f72da.webp?s=085a53fb5f781f3ab9092e4d801154d281d91028,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:53.965284+00:00,active,,0
12341,https://www.vinted.co.uk/items/9805011817-womens-george-mint-green-shacketcoat-size-xs?referrer=catalog,Vinted,womens_outerwear,Women's George mint green shacket/coat size XS,12.00,12.00,0,,GBP,George,XS / UK 4-6,Good,https://images1.vinted.net/t/02_0223e_bEzLTNeTgEjACeK4y8FEfrbn/310x430/333a13fa.webp?s=05977c37c0f27eef5670b6684aca1a9ac73c8d25,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
12342,https://www.vinted.co.uk/items/9803670585-ms-mac-in-mustard-colour?referrer=catalog,Vinted,womens_outerwear,M&S mac in mustard colour,15.00,15.00,0,,GBP,Marks & Spencer,M / UK 12-14,Very good,https://images1.vinted.net/t/06_008a4_3JD49GxBHwTsG8v1xdNGfLee/310x430/7a7c9a99.webp?s=b6a3429ca785efc18220a762abd4a619a076fa46,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12343,https://www.vinted.co.uk/items/9803903779-denim-jacket?referrer=catalog,Vinted,womens_outerwear,Denim jacket,4.50,4.50,0,,GBP,ASOS,S / UK 8-10,Good,https://images1.vinted.net/t/02_0259b_t8osGa2E1SZYGpgusnnHxxgb/310x430/90a498a5.webp?s=7f9f8bfcb944ff85390c1b9504fcecdbc76776ad,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12344,https://www.vinted.co.uk/items/9810224137-y2k-2000s-faux-fur-shearling-coat?referrer=catalog,Vinted,womens_outerwear,y2k 2000s faux fur shearling coat,20.00,20.00,0,,GBP,Coffeeshop,M / UK 12-14,Very good,https://images1.vinted.net/t/06_00426_sd4y6DKjBkr1i4ejQfq1ewea/310x430/8fe11fdc.webp?s=504d798e5c416f998314fe5b6e74c887dd67554f,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12345,https://www.vinted.co.uk/items/9805625336-joules-padded-giletbodywarmer-size-uk12?referrer=catalog,Vinted,womens_outerwear,Joules padded gilet/bodywarmer - size UK12,10.00,10.00,0,,GBP,Joules,M / UK 12-14,Very good,https://images1.vinted.net/t/01_01cb1_FGSHmfrVMmVxLTft1ZEMVrai/310x430/6445fd72.webp?s=6371698bdc2ca78a85af3544acb92206741f3b7a,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12346,https://www.vinted.co.uk/items/9804902262-musto-quilted-jacket?referrer=catalog,Vinted,womens_outerwear,MUSTO - quilted jacket,15.00,15.00,0,,GBP,Musto,M / UK 12-14,Very good,https://images1.vinted.net/t/02_00ad1_pcEtNCE31FxBi5X4hEVJwyrW/310x430/606138c8.webp?s=f75a95e96622d9d6d9edca164f00f1c5eba7a4a2,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:53.965284+00:00,active,,0
12347,https://www.vinted.co.uk/items/9809395782-zara-long-trench-coat?referrer=catalog,Vinted,womens_outerwear,Zara Long Trench Coat,50.00,50.00,0,,GBP,Zara,M / UK 12-14,New without tags,https://images1.vinted.net/t/05_02357_vNbSPMC9TE6Ho58aRQbpSWZB/310x430/fc936999.webp?s=e2c37578facb76f0c933d723ffec00c1ee410aef,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:30.914180+00:00,active,,0
12348,https://www.vinted.co.uk/items/9804140051-newlook-camel-coloured-single-button-coat-14?referrer=catalog,Vinted,womens_outerwear,Newlook camel coloured single button coat -14,5.00,5.00,0,,GBP,New Look,M / UK 12-14,Good,https://images1.vinted.net/t/04_0208e_eL4GgVk1fqYrYu8hqj46x8dc/310x430/706b8fbc.webp?s=769245e994c5f752994cea0854dad801514203c6,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12349,https://www.vinted.co.uk/items/9799122504-ms-parka-coat?referrer=catalog,Vinted,womens_outerwear,M&s parka coat,5.00,8.00,1,2026-08-28T21:53:31.714586+00:00,GBP,Marks & Spencer,M / UK 12-14,Good,https://images1.vinted.net/t/04_00ccd_Cu3BLBgS6mLawy8Y2jeCdQpw/310x430/bb6555fa.webp?s=bb1f5810b0982b7b650c3f813aae375463095aa1,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:23.766270+00:00,active,,0
12350,https://www.vinted.co.uk/items/9803359439-colombia-womens-insulated-puffer-coat?referrer=catalog,Vinted,womens_outerwear,Colombia women’s insulated puffer coat,20.00,20.00,0,,GBP,Columbia,M / UK 12-14,Good,https://images1.vinted.net/t/05_02360_tny7XBtaECh9tBJN1Z7P4iTr/310x430/061e49c3.webp?s=301046dd3a229103c3d2f4b8a44047e7ee13708c,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12351,https://www.vinted.co.uk/items/9806191698-wilsons-real-leather-jacket?referrer=catalog,Vinted,womens_outerwear,Wilson’s real leather jacket,15.00,15.00,0,,GBP,Wilsons Leather,XL / UK 20-22,Very good,https://images1.vinted.net/t/02_00194_zzx1MBJ3msMjv8ymA5pxaePQ/310x430/21f6582d.webp?s=29d9400554c36c0b26aa400c881de78592acee04,2026-08-28T19:29:15.829231+00:00,2026-08-28T19:29:15.829231+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
12352,https://www.vinted.co.uk/items/9808242249-topshop-leather-biker-jacket?referrer=catalog,Vinted,womens_outerwear,Topshop leather biker jacket,20.00,20.00,0,,GBP,Topshop Boutique,M / UK 12-14,New without tags,https://images1.vinted.net/t/02_0251b_qEsHjqemnMnJnzgN2j8w7tr3/310x430/197a73a5.webp?s=0e95e5ac632c16e46f454f7971b58cc9d18f6bdc,2026-08-28T19:29:15.829231+00:00,2026-08-28T19:29:15.829231+00:00,likely_sold_or_removed,2026-08-29T04:59:51.255707+00:00,2
12353,https://www.vinted.co.uk/items/9807124428-molltan-leather-jacket-size-12?referrer=catalog,Vinted,womens_outerwear,Molltan leather jacket.  Size 12,20.00,20.00,0,,GBP,Molltan,M / UK 12-14,Very good,https://images1.vinted.net/t/06_017b4_bB1ViRankCwUbmpnnqNoVW7H/310x430/2ead98b2.webp?s=d7c1d82461c57cadfe23673a640b36cb64081fd7,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12354,https://www.vinted.co.uk/items/9806562396-new-look-teddy-fleece-shacket-beigecream-oversized-style?referrer=catalog,Vinted,womens_outerwear,New Look Teddy Fleece Shacket – Beige/Cream – Oversized Style,6.00,10.00,1,2026-08-28T21:53:03.839686+00:00,GBP,New Look,S / UK 8-10,New without tags,https://images1.vinted.net/t/02_00410_LixysKFjd7nkVJ4bd8wBKYKQ/310x430/2bc2c41c.webp?s=eb81495f5e51f825aa836d083760ddfb76c84735,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:53.965284+00:00,active,,0
12355,https://www.vinted.co.uk/items/9807443935-fat-face-tasha-demin-jacket?referrer=catalog,Vinted,womens_outerwear,Fat face tasha demin jacket,20.00,20.00,0,,GBP,FatFace,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_01aa8_fC8gHRXZWQALE4emWrvUzH5n/310x430/e80a3b48.webp?s=9d04d56b86a95b12652c72efd052a8755a37cb71,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:30.914180+00:00,active,,0
12356,https://www.vinted.co.uk/items/9804756181-next-red-trench-coat?referrer=catalog,Vinted,womens_outerwear,Next red trench coat,16.00,16.00,0,,GBP,Next,S / UK 8-10,Good,https://images1.vinted.net/t/05_002c7_495bzGqtyAsoLC2kcR86GKRc/310x430/5e1482e5.webp?s=c5c4f00d3ee79bacd59650d5fff70494a53b2703,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:46.547495+00:00,active,,0
12357,https://www.vinted.co.uk/items/9804417672-nvlty-coat?referrer=catalog,Vinted,womens_outerwear,nvlty coat,22.50,22.50,0,,GBP,NVLTY,S / UK 8-10,New without tags,https://images1.vinted.net/t/05_01911_ZW8wc7AyaRzPLWUHvpNtB7zG/310x430/2de36904.webp?s=048e33f6f77ff4ce539641b9aa1c1544492f8441,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12358,https://www.vinted.co.uk/items/9806164840-slazenger-black-jacket-size-8?referrer=catalog,Vinted,womens_outerwear,Slazenger Black jacket size 8,11.00,11.00,0,,GBP,Slazenger,S / UK 8-10,New with tags,https://images1.vinted.net/t/06_024ae_LKZYMLHFsMtTXXRuZcuyWf33/310x430/768eba80.webp?s=513bc223dd2706387db73e52de77fa018d30c3fd,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12359,https://www.vinted.co.uk/items/9803945590-nautica-shower-proof-coat?referrer=catalog,Vinted,womens_outerwear,Nautica shower proof coat,20.00,20.00,0,,GBP,Nautica,M / UK 12-14,Very good,https://images1.vinted.net/t/05_00dd8_uQYRMSv9bSH4tXbFawpSwCcS/310x430/7933ac39.webp?s=4bea0d3cc9d12851064fb38237843003145d6ecc,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12360,https://www.vinted.co.uk/items/9801359982-halara-coat-size-large?referrer=catalog,Vinted,womens_outerwear,Halara coat size large,32.00,32.00,0,,GBP,Halara,L / UK 16-18,New without tags,https://images1.vinted.net/t/02_00d86_pJNhpPqF2rgz5pgbfraUZ45q/310x430/6a4d79da.webp?s=a73c97d09805dc722c6e94c6b040efaf3441566b,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
12361,https://www.vinted.co.uk/items/9799600537-black-alo-fur?referrer=catalog,Vinted,womens_outerwear,Black Alo fur,70.00,70.00,0,,GBP,Alo Yoga,S / UK 8-10,Good,https://images1.vinted.net/t/01_00eeb_x9pkzoai7sa8GpcphmyiKtNn/310x430/33328411.webp?s=4c3e10ea33e00b6fd0a53ad6319ded3af47b3e18,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12362,https://www.vinted.co.uk/items/9803892616-columbia-fleece?referrer=catalog,Vinted,womens_outerwear,columbia fleece,15.00,15.00,0,,GBP,Columbia,XS / UK 4-6,Very good,https://images1.vinted.net/t/02_026df_vqeeSDEu3XAuiWTyQ7v5iGEm/310x430/0847618d.webp?s=46e4ba4318e0e0bcd0320a083308080d40268592,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:58:07.311677+00:00,active,,0
12363,https://www.vinted.co.uk/items/9805003619-tu-sleeveless-full-lengh?referrer=catalog,Vinted,womens_outerwear,TU Sleeveless Full Lengh,15.00,15.00,0,,GBP,TU,L / UK 16-18,Very good,https://images1.vinted.net/t/02_00afd_iNqNXmk9j6ftpT8Gpisfhdna/310x430/bf59e04c.webp?s=327c4d2e50d822fa54571e3b995aac22e7ed6139,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:38.170139+00:00,active,,0
12364,https://www.vinted.co.uk/items/9807788932-size-20?referrer=catalog,Vinted,womens_outerwear,Size 20,32.00,32.00,0,,GBP,Matalan,XL / UK 20-22,New with tags,https://images1.vinted.net/t/05_01469_7C8mFTjjfBmunhTBwumwW4g1/310x430/b9dafc8d.webp?s=3b3a49e8ed18bab30f701c81d45a5567b7409492,2026-08-28T19:29:15.829231+00:00,2026-08-29T04:57:59.980075+00:00,active,,0
