listing_id,url,title,brand,category,condition,size,current_price,group_avg_price,estimated_profit,pct_below_avg,group_avg_days_to_disappear,group_sample_size,resale_score
387110,https://www.vinted.co.uk/items/9930471919-represent-oversized-tshirt-with-dark-green-wording?referrer=catalog,Represent oversized tshirt with dark green wording,REPRESENT,tops_and_tshirts,Very good,M,12.0,23.58,11.58,49.1,4.4,14,52.4
521623,https://www.vinted.co.uk/items/9940761947-grey-adidas-sliders-6?referrer=catalog,Grey adidas sliders 6,adidas,shoes,Very good,6,8.0,18.0,10.0,55.6,6.1,8,52.3
471969,https://www.vinted.co.uk/items/9945845156-nike-sweatshirtjumper-mens-xl-white?referrer=catalog,Nike Sweatshirt/Jumper Men's XL White,Nike,jumpers_and_sweaters,Very good,XL,5.99,12.11,6.12,50.5,4.8,18,52.3
543628,https://www.vinted.co.uk/items/9964137285,Hugo Boss,Hugo Boss,tops_and_tshirts,Very good,S,7.0,13.31,6.31,47.4,4.0,13,52.3
544967,https://www.vinted.co.uk/items/9962029973-nike-kobe-obsession-basketball-shoes?referrer=catalog,Nike Kobe Obsession Basketball Shoes,Nike,shoes,Good,7,8.05,17.09,9.04,52.9,5.4,17,52.3
433180,https://www.vinted.co.uk/items/9933292133-vintage-oversized-purple-graphic-knit-jumper?referrer=catalog,vintage oversized purple graphic knit jumper,Vintage Dressing,womens_jumpers_and_sweaters,Very good,M / UK 12-14,10.0,23.82,13.82,58.0,6.7,25,52.3
530546,https://www.vinted.co.uk/items/9951420625-north-face-jacket-small?referrer=catalog,North Face Jacket (Small),The North Face,outerwear,Very good,S,18.0,38.56,20.56,53.3,5.5,25,52.3
522020,https://www.vinted.co.uk/items/9957474638-mens-asics?referrer=catalog,Men’s asics,Asics,shoes,Very good,9,25.0,51.19,26.19,51.2,5.0,22,52.2
523123,https://www.vinted.co.uk/items/9956612785-white-fox-hoodie?referrer=catalog,White fox hoodie,White Fox,womens_jumpers_and_sweaters,Very good,S / UK 8-10,5.0,10.4,5.4,51.9,5.2,10,52.2
149388,https://www.vinted.co.uk/items/9852059509-nike-green-zippy?referrer=catalog,Nike Green zippy,Nike,jumpers_and_sweaters,Very good,XL,6.0,12.11,6.11,50.5,4.8,18,52.2
37835,https://www.vinted.co.uk/items/9816310943-guess-denim-jeans?referrer=catalog,Guess denim jeans,GUESS,womens_jeans,Very good,S / UK 8-10,12.0,27.2,15.2,55.9,6.2,5,52.2
410536,https://www.vinted.co.uk/items/9935548731-gorgeous-dress?referrer=catalog,Gorgeous dress,ASOS,womens_dresses,Very good,S / UK 8-10,6.0,12.3,6.3,51.2,5.0,23,52.2
507759,https://www.vinted.co.uk/items/9955983521-navy-tommy-hilfiger-jumper?referrer=catalog,Navy Tommy Hilfiger jumper,Tommy Hilfiger,jumpers_and_sweaters,Very good,L,7.0,14.7,7.7,52.4,5.3,39,52.2
509300,https://www.vinted.co.uk/items/9956805288-montirex-trousers-size-xl-junior?referrer=catalog,Montirex trousers size XL junior,Montirex,activewear,Very good,XL,10.0,20.35,10.35,50.9,4.9,20,52.2
532197,https://www.vinted.co.uk/items/9961210187-mens-hoodie?referrer=catalog,Men’s hoodie,Nike,jumpers_and_sweaters,Very good,XL,6.0,12.11,6.11,50.5,4.8,18,52.2
291459,https://www.vinted.co.uk/items/9879433292-grey-montirex-windbreaker?referrer=catalog,Grey Montirex Windbreaker,Montirex,outerwear,Very good,M,8.0,16.81,8.81,52.4,5.3,17,52.2
296643,https://www.vinted.co.uk/items/9878623281-beautiful-foil-chiffon-dupatta-for-women-blue?referrer=catalog,Beautiful foil chiffon dupatta for women- blue,,womens_dresses,Very good,Other,5.5,10.5,5.0,47.6,4.1,5,52.2
522177,https://www.vinted.co.uk/items/7987720026,Under Armour,Under Armour,activewear,Very good,M,7.0,14.43,7.43,51.5,5.1,80,52.1
508636,https://www.vinted.co.uk/items/9956777345,Nike,Nike,shoes,Good,9.5,9.0,19.28,10.28,53.3,5.6,15,52.1
544464,https://www.vinted.co.uk/items/9963869871,American Vintage,American Vintage,shorts,Very good,W38,11.06,16.64,5.58,33.5,0.5,6,52.1
544465,https://www.vinted.co.uk/items/9963852178,American Vintage,American Vintage,shorts,Very good,W38,11.06,16.64,5.58,33.5,0.5,6,52.1
495630,https://www.vinted.co.uk/items/9950908931-mens-underarmour-top?referrer=catalog,Men’s UnderArmour Top,Under Armour,activewear,Very good,M,7.0,14.43,7.43,51.5,5.1,80,52.1
498086,https://www.vinted.co.uk/items/9954517625-hollister-blue-denim-jeans?referrer=catalog,Hollister Blue Denim Jeans,Hollister,womens_jeans,Very good,S / UK 8-10,6.0,12.68,6.68,52.7,5.4,17,52.1
480256,https://www.vinted.co.uk/items/9939659796-mens-uniqlo-vest-l?referrer=catalog,Men’s Uniqlo vest L,Uniqlo,outerwear,Very good,L,8.05,18.69,10.64,56.9,6.5,8,52.1
523597,https://www.vinted.co.uk/items/9958577090-next-navy-and-yellow-shift-dress-size-16?referrer=catalog,Next navy and yellow shift dress size 16,Next,womens_dresses,New with tags,L / UK 16-18,4.0,9.0,5.0,55.6,6.2,9,52.0
523707,https://www.vinted.co.uk/items/9957627151-polka-dot-maxi-dress?referrer=catalog,Polka Dot Maxi Dress,Nobody's Child,womens_dresses,New with tags,S / UK 8-10,12.0,25.25,13.25,52.5,5.4,8,52.0
525095,https://www.vinted.co.uk/items/9947733745-black-denim-jacket?referrer=catalog,Black denim jacket,Pull & Bear,womens_outerwear,Very good,XS / UK 4-6,4.5,10.5,6.0,57.1,6.6,5,52.0
238372,https://www.vinted.co.uk/items/9870157334-ralph-lauren-polo-mens-size-xl-i-dispatch-the-next-day?referrer=catalog,"Ralph lauren POLO Men’s – Size XL,  I dispatch the next day.",Polo Ralph Lauren,tops_and_tshirts,Very good,XL,7.0,15.11,8.11,53.7,5.7,9,52.0
238454,https://www.vinted.co.uk/items/9870055689,Polo Ralph Lauren,Polo Ralph Lauren,tops_and_tshirts,Very good,XL,7.0,15.11,8.11,53.7,5.7,9,52.0
296406,https://www.vinted.co.uk/items/9778992064,Nobody's Child,Nobody's Child,womens_dresses,New with tags,S / UK 8-10,12.0,25.25,13.25,52.5,5.4,8,52.0
491680,https://www.vinted.co.uk/items/9952219474-nike-vintage-state-football-jumper-xl?referrer=catalog,Nike vintage state football jumper xl,Nike,outerwear,New without tags,XL,15.0,30.6,15.6,51.0,5,5,52.0
424389,https://www.vinted.co.uk/items/9922828307-brown-vintage-long-leather-coat?referrer=catalog,Brown vintage long leather coat,Vintage Dressing,womens_outerwear,Good,M / UK 12-14,12.0,22.33,10.33,46.3,3.8,6,52.0
196060,https://www.vinted.co.uk/items/9840197156-the-north-face-joggers-size-l?referrer=catalog,The North Face  Joggers size L,The North Face,trousers,Very good,L,15.0,30.33,15.33,50.5,4.9,6,52.0
521856,https://www.vinted.co.uk/items/9932661930-air-max-trainers?referrer=catalog,Air max trainers,Nike,shoes,Very good,5,10.0,20.64,10.64,51.6,5.2,13,51.9
523868,https://www.vinted.co.uk/items/9958276896-zara-dress-high-quality?referrer=catalog,Zara Dress high Quality,Zara,womens_dresses,New with tags,S / UK 8-10,7.0,14.56,7.56,51.9,5.3,23,51.9
411755,https://www.vinted.co.uk/items/9718027911-ms-magic-high-rise-straight-leg-jean?referrer=catalog,M&S Magic High Rise Straight Leg jean,Marks & Spencer,womens_jeans,New with tags,S / UK 8-10,9.5,18.42,8.92,48.4,4.4,6,51.9
16620,https://www.vinted.co.uk/items/9809890677-ms-blue-print-dress-size-8?referrer=catalog,M&S Blue print dress - Size 8,Marks & Spencer,womens_dresses,New with tags,S / UK 8-10,5.0,10.15,5.15,50.7,5.0,18,51.9
429833,https://www.vinted.co.uk/items/9938082926-allsaints-mens-grey-check-floral-embroidered-overshirt-jacket-relaxed-fit-size-m?referrer=catalog,AllSaints men’s grey check floral embroidered overshirt jacket relaxed fit size M,AllSaints,outerwear,Very good,M,18.0,37.17,19.17,51.6,5.2,6,51.9
541994,https://www.vinted.co.uk/items/9963193332-lyle-scott?referrer=catalog,Lyle & Scott,Lyle & Scott,outerwear,Very good,M,8.0,15.99,7.99,50.0,4.8,5,51.9
547522,https://www.vinted.co.uk/items/9959921380-womens-blue-dress-size-10?referrer=catalog,Women’s blue dress size 10,Marks & Spencer,womens_dresses,New with tags,S / UK 8-10,4.99,10.15,5.16,50.8,5.0,18,51.9
548677,https://www.vinted.co.uk/items/9964383803-brown-faux-suede-bomber-jacket-with-collar?referrer=catalog,Brown faux suede bomber jacket with collar,ASOS,womens_outerwear,Very good,S / UK 8-10,7.0,14.67,7.67,52.3,5.4,12,51.9
307740,https://www.vinted.co.uk/items/9879843721-nike-air-vapour-max-2021?referrer=catalog,Nike air vapour max 2021,Nike,shoes,Very good,5,10.0,20.64,10.64,51.6,5.2,13,51.9
318075,https://www.vinted.co.uk/items/9881961488-nike-air-max-97-ultra-17-black-white-uk-5?referrer=catalog,Nike Air Max 97 Ultra 17 Black White UK 5,Nike,shoes,Very good,5,10.0,20.64,10.64,51.6,5.2,13,51.9
44869,https://www.vinted.co.uk/items/9818473119-adidas-bouce-trainers?referrer=catalog,Adidas bouce trainers,adidas,shoes,Very good,7,10.0,21.9,11.9,54.3,5.9,10,51.9
531332,https://www.vinted.co.uk/items/9955256526-diesel-thommer-x-jeans-in-mid-wash-blue?referrer=catalog,Diesel thommer x jeans in mid wash blue,Diesel,jeans,Very good,W29,10.0,20.62,10.62,51.5,5.2,8,51.9
388990,https://www.vinted.co.uk/items/9932685806-dickies-camo-cargo-shorts-w34?referrer=catalog,Dickies camo cargo shorts w34,Dickies,shorts,Very good,W34,8.0,18.95,10.95,57.8,6.8,10,51.9
451557,https://www.vinted.co.uk/items/9944147510-adidas-trainers-mensboys?referrer=catalog,Adidas trainers mens/boys,adidas,shoes,Very good,7,10.0,21.9,11.9,54.3,5.9,10,51.9
519196,https://www.vinted.co.uk/items/9895586620-mens-military-nato-lightweight-combat-jacket?referrer=catalog,Mens Military (NATO) Lightweight Combat Jacket,Army,outerwear,Very good,L,5.0,10.2,5.2,51.0,5.1,6,51.8
521137,https://www.vinted.co.uk/items/9953556618-vintage-knitted-cream-quarter-zip?referrer=catalog,Vintage Knitted Cream Quarter Zip,Vintage Dressing,jumpers_and_sweaters,Very good,M,9.0,16.75,7.75,46.3,3.9,16,51.8
522367,https://www.vinted.co.uk/items/9956272102-nike-mens-grey-shorts?referrer=catalog,Nike men's grey shorts,Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
522379,https://www.vinted.co.uk/items/9956856874-mens-nike-tshirt-size-xl?referrer=catalog,Mens Nike Tshirt Size XL,Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
412565,https://www.vinted.co.uk/items/9896898891-out-door-jacket-with-hood-quite-heavy-says-it-is-thinsulate-and-wind-proof?referrer=catalog,Out door jacket with hood quite heavy says it is thinsulate and wind proof,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
30751,https://www.vinted.co.uk/items/9811438790-ladies-marks-spencer-coral-red-down-gilet-uk-14?referrer=catalog,Ladies Marks & Spencer Coral Red Down Gilet UK 14,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
27178,https://www.vinted.co.uk/items/9814849536-nike-golf-14-zip?referrer=catalog,Nike Golf 1/4 Zip,Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
195865,https://www.vinted.co.uk/items/9836926911-barbour-international-locking-quilt-jacket-blue-mens-large-l?referrer=catalog,Barbour International Locking Quilt Jacket Blue Mens • Large / L,Barbour,outerwear,Very good,L,27.99,53.35,25.36,47.5,4.2,18,51.8
256391,https://www.vinted.co.uk/items/9867315256-ms-34-winter-coat-size-14?referrer=catalog,M&S 3/4 winter coat size 14,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
409173,https://www.vinted.co.uk/items/9935680475-mens-nike-t-shirt?referrer=catalog,Men’s Nike T-shirt,Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
548471,https://www.vinted.co.uk/items/9964394393-next-bootcut-jeans?referrer=catalog,Next Bootcut jeans,Next,womens_jeans,New without tags,M / UK 12-14,6.0,13.07,7.07,54.1,5.9,7,51.8
548723,https://www.vinted.co.uk/items/9964681536-ms-long-coat?referrer=catalog,M&S long coat,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
548877,https://www.vinted.co.uk/items/9964570050,Marks & Spencer,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
549015,https://www.vinted.co.uk/items/9954400625-regatta-waterproof-navy-jacket-size-8?referrer=catalog,Regatta waterproof navy jacket size 8,Regatta,womens_outerwear,Very good,S / UK 8-10,9.0,18.25,9.25,50.7,5.0,8,51.8
549057,https://www.vinted.co.uk/items/9956432599-ms-winter-coat?referrer=catalog,M&S Winter Coat,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
434965,https://www.vinted.co.uk/items/9312976618-lovely-navy-light-coat?referrer=catalog,Lovely Navy light coat,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
308275,https://www.vinted.co.uk/items/9880255907-mens-nike-tracksuit-bottoms-size-x-large?referrer=catalog,"Mens Nike Tracksuit bottoms,  size x-large",Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
320934,https://www.vinted.co.uk/items/9882853086-regatta-quilted-short-jacket-black-uk-10?referrer=catalog,Regatta quilted short jacket Black uk 10,Regatta,womens_outerwear,Very good,S / UK 8-10,9.0,18.25,9.25,50.7,5.0,8,51.8
418981,https://www.vinted.co.uk/items/9932583088-camoflage-jacket?referrer=catalog,Camoflage jacket,Army,outerwear,Very good,L,5.0,10.2,5.2,51.0,5.1,6,51.8
409017,https://www.vinted.co.uk/items/9915738603-nike-black-gloves?referrer=catalog,Nike black gloves,Nike,activewear,Very good,XL,7.0,14.75,7.75,52.5,5.5,76,51.8
530400,https://www.vinted.co.uk/items/9951136405-old-army-shirt-size-l?referrer=catalog,"Old army shirt, size L..",Army,outerwear,Very good,L,5.0,10.2,5.2,51.0,5.1,6,51.8
532994,https://www.vinted.co.uk/items/9898001584-asics-gt-2000-11-running-trainers-uk-size-75?referrer=catalog,Asics gt-2000 11 running trainers UK size 7.5,Asics,shoes,Very good,7.5,25.0,49.88,24.88,49.9,4.8,17,51.8
535844,https://www.vinted.co.uk/items/9955838639-marks-and-spencers-jacket?referrer=catalog,Marks and Spencer’s jacket,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
535990,https://www.vinted.co.uk/items/9960655334-coatshirt?referrer=catalog,Coat/shirt,Marks & Spencer,womens_outerwear,Very good,M / UK 12-14,8.0,15.94,7.94,49.8,4.8,70,51.8
282,https://www.vinted.co.uk/items/9787409228-reiss-corduroy-shirt?referrer=catalog,REISS Corduroy Shirt,Reiss,outerwear,Very good,L,16.0,29.64,13.64,46.0,3.8,7,51.8
43083,https://www.vinted.co.uk/items/9817860376-levis-515-w31-l32?referrer=catalog,Levi’s 515 - w31 l32,Levi's,jeans,Good,W31,6.0,11.79,5.79,49.1,4.6,8,51.8
276649,https://www.vinted.co.uk/items/9863674624-romano-alla-moda-jacketcoat?referrer=catalog,Romano alla-moda jacket/coat,Vintage Dressing,outerwear,Very good,L,18.5,39.7,21.2,53.4,5.7,12,51.8
270760,https://www.vinted.co.uk/items/9872796426-beautiful-next-floral-dress-size-12?referrer=catalog,Beautiful next floral dress size 12,Next,womens_dresses,New with tags,M / UK 12-14,5.0,10.72,5.72,53.4,5.7,9,51.8
521020,https://www.vinted.co.uk/items/9958626735-crew-clothing-co-sweatshirt-mens-xxl-2xl-green-pullover-crew-neck-outdoors?referrer=catalog,Crew Clothing Co Sweatshirt Mens XXL 2XL Green Pullover Crew Neck Outdoors,Crew Clothing Company,jumpers_and_sweaters,Very good,XXL,5.0,12.57,7.57,60.2,7.5,7,51.7
524699,https://www.vinted.co.uk/items/9958670727-zara-ladies-cream-king-anorak-rain-coat-mac?referrer=catalog,Zara ladies cream king anorak rain coat mac,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
524737,https://www.vinted.co.uk/items/9956401130-zara-cropped-trench-jacket?referrer=catalog,Zara cropped trench jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
525125,https://www.vinted.co.uk/items/9951354129-zara-trafaluc-studded-denim-jacket?referrer=catalog,Zara Trafaluc Studded Denim Jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
412406,https://www.vinted.co.uk/items/9924070451-zara-denim-jacket-with-silver-buttons-size-small?referrer=catalog,Zara denim jacket with silver buttons size small,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
412453,https://www.vinted.co.uk/items/9928907505-zara-boucle-coat?referrer=catalog,Zara boucle coat,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
277619,https://www.vinted.co.uk/items/9869896369-zara-trouser-for-men?referrer=catalog,Zara trouser for men,Zara,jeans,Very good,W31,6.0,11.84,5.84,49.3,4.7,7,51.7
31858,https://www.vinted.co.uk/items/9813270139-hollister-top?referrer=catalog,hollister top,Hollister,womens_tops_and_tshirts,New without tags,XS / UK 4-6,10.0,20.33,10.33,50.8,5.1,5,51.7
17290,https://www.vinted.co.uk/items/9796249324-zara-padded-jacketschool-coat-size-s?referrer=catalog,ZARA padded jacket/school coat size S,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
41431,https://www.vinted.co.uk/items/9819026575-zara-broderie-jacket?referrer=catalog,zara broderie jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
505468,https://www.vinted.co.uk/items/9945536934-mens-dress-coat?referrer=catalog,Men’s dress coat,Marks & Spencer,outerwear,Very good,M,5.0,10.26,5.26,51.3,5.2,33,51.7
544031,https://www.vinted.co.uk/items/9964106561-represent-hoodie?referrer=catalog,Represent hoodie,REPRESENT,jumpers_and_sweaters,Very good,M,18.0,34.45,16.45,47.8,4.3,11,51.7
546408,https://www.vinted.co.uk/items/9963901436-hand-crochet-green-cropped-zip-hoodie?referrer=catalog,Hand crochet green cropped zip hoodie,Vintage Dressing,womens_jumpers_and_sweaters,Very good,S / UK 8-10,8.0,16.95,8.95,52.8,5.6,13,51.7
548904,https://www.vinted.co.uk/items/9964533857-leather-jacket?referrer=catalog,Leather jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
549103,https://www.vinted.co.uk/items/9963660520-zara-cream-bomber-jacket-size-s?referrer=catalog,Zara cream bomber jacket size S,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
549263,https://www.vinted.co.uk/items/9962425309-zara-grey-cropped-jacket?referrer=catalog,Zara Grey Cropped Jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
320783,https://www.vinted.co.uk/items/9883517451-super-dry-coat?referrer=catalog,Super dry coat,Superdry,womens_outerwear,Very good,S / UK 8-10,12.0,25.23,13.23,52.4,5.5,15,51.7
62352,https://www.vinted.co.uk/items/9820758366-superdry-varsity-jacket-size-uk-10-freshers?referrer=catalog,Superdry Varsity Jacket Size UK 10 #freshers,Superdry,womens_outerwear,Very good,S / UK 8-10,12.0,25.23,13.23,52.4,5.5,15,51.7
530612,https://www.vinted.co.uk/items/9956720767-ms-waistcoat-size-38-40-chest?referrer=catalog,"M&S Waistcoat Size 38-40"" Chest",Marks & Spencer,outerwear,Very good,M,5.0,10.26,5.26,51.3,5.2,33,51.7
535933,https://www.vinted.co.uk/items/9919184195-nearly-new-stradivarius-coat?referrer=catalog,Nearly new Stradivarius coat,Stradivarius,womens_outerwear,Very good,S / UK 8-10,6.5,13.35,6.85,51.3,5.2,10,51.7
536412,https://www.vinted.co.uk/items/9865641658,Zara,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
536475,https://www.vinted.co.uk/items/9959927907-beigecream-bomber-jacket?referrer=catalog,Beige/Cream bomber jacket,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
38444,https://www.vinted.co.uk/items/9814767466-zara-coat?referrer=catalog,Zara coat,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
291570,https://www.vinted.co.uk/items/9879921047-ms-linen-miracle-grey-over-shirt?referrer=catalog,M&S linen miracle grey over shirt,Marks & Spencer,outerwear,Very good,M,5.0,10.26,5.26,51.3,5.2,33,51.7
298207,https://www.vinted.co.uk/items/9867686430-zara-burgundy-coat?referrer=catalog,Zara burgundy coat,Zara,womens_outerwear,Very good,S / UK 8-10,10.0,20.22,10.22,50.5,5.0,98,51.7
27303,https://www.vinted.co.uk/items/9808382735-adidas-shirt-in-very-good-condition-size-l-mens?referrer=catalog,Adidas Shirt in very good condition size L mens,adidas,mens_activewear,Very good,L,4.0,9.57,5.57,58.2,7.0,7,51.7
521711,https://www.vinted.co.uk/items/9958424941-nike-size-8?referrer=catalog,Nike size 8,Nike,shoes,Very good,8,15.0,30.42,15.42,50.7,5.1,61,51.6
523679,https://www.vinted.co.uk/items/9958405371-hobbs-tweedy-winter-dress-size-14?referrer=catalog,Hobbs tweedy winter dress size 14,Hobbs,womens_dresses,Very good,M / UK 12-14,7.0,14.54,7.54,51.9,5.4,12,51.6
387770,https://www.vinted.co.uk/items/9933696657-hugo-boss-polo-shirt?referrer=catalog,Hugo boss polo shirt,Hugo Boss,tops_and_tshirts,Very good,M,6.0,11.64,5.64,48.5,4.5,14,51.6
20159,https://www.vinted.co.uk/items/9811677363-ted-baker-dress?referrer=catalog,Ted baker dress,Ted Baker,womens_dresses,Very good,S / UK 8-10,6.0,13.94,7.94,57.0,6.7,9,51.6
270944,https://www.vinted.co.uk/items/9872590139-oh-polly-peach-midi-dress?referrer=catalog,Oh Polly Peach Midi Dress,Oh Polly,womens_dresses,Very good,XS / UK 4-6,8.0,17.21,9.21,53.5,5.8,19,51.6
196253,https://www.vinted.co.uk/items/9859227904-mens-grey-calvin-klein-jeans-skinny-fit-w34-l32?referrer=catalog,Men’s Grey Calvin Klein Jeans Skinny Fit W34 L32,Calvin Klein Jeans,jeans,Very good,W34,6.0,12.19,6.19,50.8,5.1,8,51.6
409166,https://www.vinted.co.uk/items/9923769951-adidas-shorts?referrer=catalog,Adidas shorts,adidas,activewear,Very good,M,8.0,16.23,8.23,50.7,5.1,52,51.6
509499,https://www.vinted.co.uk/items/9952651314-adidas-originals-activewear-t-shirt-mens-medium?referrer=catalog,Adidas Originals Activewear T Shirt Mens Medium,adidas,activewear,Very good,M,8.0,16.23,8.23,50.7,5.1,52,51.6
542313,https://www.vinted.co.uk/items/9782574239-uniqlo-size-medium-waist-30-inch-mens-cotton-cream-beige-trousers?referrer=catalog,Uniqlo size medium waist 30 inch men’s cotton cream beige trousers,Uniqlo,trousers,Very good,M,5.9,12.9,7.0,54.3,6.0,11,51.6
545305,https://www.vinted.co.uk/items/9940875159-nike-trainers-black?referrer=catalog,Nike trainers black,Nike,shoes,Very good,8,15.0,30.42,15.42,50.7,5.1,61,51.6
549324,https://www.vinted.co.uk/items/9881982974-hooded-women-jacket-one-size-new-without-tags?referrer=catalog,Hooded women jacket- one size - new without tags,,womens_outerwear,New without tags,One size,11.0,22.34,11.34,50.8,5.1,10,51.6
432028,https://www.vinted.co.uk/items/9923528524-flip-flops?referrer=catalog,Flip-flops,Nike,shoes,Very good,8,15.0,30.42,15.42,50.7,5.1,61,51.6
433142,https://www.vinted.co.uk/items/9938312500-zara-crop-jumper?referrer=catalog,Zara crop jumper,Zara,womens_jumpers_and_sweaters,Very good,L / UK 16-18,5.0,10.0,5.0,50.0,4.9,24,51.6
319045,https://www.vinted.co.uk/items/9883350188-zara-cardigan?referrer=catalog,Zara cardigan,Zara,womens_jumpers_and_sweaters,Very good,L / UK 16-18,5.0,10.0,5.0,50.0,4.9,24,51.6
6128,https://www.vinted.co.uk/items/9794761384-nike-mens-trainers-size-8?referrer=catalog,Nike mens trainers size 8,Nike,shoes,Very good,8,14.99,30.42,15.43,50.7,5.1,61,51.6
45349,https://www.vinted.co.uk/items/9821695504-west-ham-football-training-top?referrer=catalog,West Ham football training top,Umbro,activewear,Very good,M,10.0,22.06,12.06,54.7,6.1,8,51.6
298709,https://www.vinted.co.uk/items/9841419797,The North Face,The North Face,womens_outerwear,Very good,M / UK 12-14,18.99,37.4,18.41,49.2,4.7,42,51.6
281656,https://www.vinted.co.uk/items/9874662532-zara-cardigan?referrer=catalog,Zara cardigan,Zara,womens_jumpers_and_sweaters,Very good,L / UK 16-18,5.0,10.0,5.0,50.0,4.9,24,51.6
530797,https://www.vinted.co.uk/items/9961195549-dickies-cargo-trousers?referrer=catalog,Dickies cargo trousers,Dickies,trousers,Good,W32,6.0,12.07,6.07,50.3,5,8,51.6
531196,https://www.vinted.co.uk/items/9961276452-mens-jeans?referrer=catalog,Men’s jeans,Levi's,jeans,Very good,W32,8.0,16.25,8.25,50.8,5.1,53,51.6
532785,https://www.vinted.co.uk/items/9937088700-tennis-blanconegrogris-nike?referrer=catalog,Tennis blanco/negro/gris nike,Nike,shoes,Very good,8,14.98,30.42,15.44,50.8,5.1,61,51.6
533121,https://www.vinted.co.uk/items/9958015879-nike-dunk?referrer=catalog,Nike Dunk,Nike,shoes,Very good,8,15.0,30.42,15.42,50.7,5.1,61,51.6
536092,https://www.vinted.co.uk/items/9961414847-grey-zara-jacket?referrer=catalog,Grey Zara jacket,Zara,womens_outerwear,New without tags,S / UK 8-10,10.0,19.82,9.82,49.5,4.8,27,51.6
536283,https://www.vinted.co.uk/items/9960910626-zara-teddy-oversized-jacket-with-buttons?referrer=catalog,Zara Teddy oversized jacket with buttons,Zara,womens_outerwear,New without tags,S / UK 8-10,10.0,19.82,9.82,49.5,4.8,27,51.6
536331,https://www.vinted.co.uk/items/9955011614-zara-shaul?referrer=catalog,Zara shaul,Zara,womens_outerwear,New without tags,S / UK 8-10,10.0,19.82,9.82,49.5,4.8,27,51.6
536731,https://www.vinted.co.uk/items/9960677636-abercrombie-butter-yellow-top?referrer=catalog,Abercrombie Butter Yellow Top,Abercrombie & Fitch,womens_tops_and_tshirts,Very good,M / UK 12-14,7.0,14.0,7.0,50.0,4.9,5,51.6
45763,https://www.vinted.co.uk/items/9821099510-zara-blue-towelling-knit-t-shirt?referrer=catalog,Zara blue towelling knit t shirt,Zara,womens_jumpers_and_sweaters,Very good,L / UK 16-18,5.0,10.0,5.0,50.0,4.9,24,51.6
297042,https://www.vinted.co.uk/items/9791255724-cream-oh-polly-long-sleeve-mini-dress?referrer=catalog,Cream oh polly long sleeve mini dress,Oh Polly,womens_dresses,Very good,XS / UK 4-6,8.0,17.21,9.21,53.5,5.8,19,51.6
202880,https://www.vinted.co.uk/items/9853592833-dickies-mens-trousers-w32?referrer=catalog,Dickies men’s trousers W32,Dickies,trousers,Good,W32,6.0,12.07,6.07,50.3,5,8,51.6
